,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,song_title,artist
15,0.0165,https://api.spotify.com/v1/audio-analysis/1VfB6NMKNKTZNM5JWiYSVl,0.737,213185,0.654,1VfB6NMKNKTZNM5JWiYSVl,0.0,11,0.0986,-7.103,0,0.0736,157.075,4,https://api.spotify.com/v1/tracks/1VfB6NMKNKTZNM5JWiYSVl,audio_features,spotify:track:1VfB6NMKNKTZNM5JWiYSVl,0.574,Tricky One,Eli Mac
16,0.189,https://api.spotify.com/v1/audio-analysis/4HpOfNEjoYHwkgj45PSHex,0.726,157875,0.539,4HpOfNEjoYHwkgj45PSHex,0.0,11,0.394,-8.364,0,0.299,75.872,4,https://api.spotify.com/v1/tracks/4HpOfNEjoYHwkgj45PSHex,audio_features,spotify:track:4HpOfNEjoYHwkgj45PSHex,0.856,Say It,Lea Love
17,0.366,https://api.spotify.com/v1/audio-analysis/5BipxnrRj3L2VrVpKQKWVI,0.631,235853,0.727,5BipxnrRj3L2VrVpKQKWVI,0.0,10,0.0868,-5.076,0,0.282,173.924,4,https://api.spotify.com/v1/tracks/5BipxnrRj3L2VrVpKQKWVI,audio_features,spotify:track:5BipxnrRj3L2VrVpKQKWVI,0.666,Marching Orders,The Green
18,0.094,https://api.spotify.com/v1/audio-analysis/2epWDIt8LzgR7JQG0Wh2Mj,0.712,237997,0.6,2epWDIt8LzgR7JQG0Wh2Mj,0.0,11,0.168,-7.291,0,0.0407,134.964,4,https://api.spotify.com/v1/tracks/2epWDIt8LzgR7JQG0Wh2Mj,audio_features,spotify:track:2epWDIt8LzgR7JQG0Wh2Mj,0.731,Sleepwalker,Sammy Johnson
19,0.0189,https://api.spotify.com/v1/audio-analysis/1r3rD5OCLkHXP1nDWWZpgk,0.753,212000,0.676,1r3rD5OCLkHXP1nDWWZpgk,1.79e-05,9,0.113,-5.326,0,0.0678,99.991,4,https://api.spotify.com/v1/tracks/1r3rD5OCLkHXP1nDWWZpgk,audio_features,spotify:track:1r3rD5OCLkHXP1nDWWZpgk,0.47,Broken Crowns,Matisyahu
20,0.17,https://api.spotify.com/v1/audio-analysis/165DCBmn1v2QMkOzlkCijb,0.79,185000,0.625,165DCBmn1v2QMkOzlkCijb,0.000443,5,0.127,-7.544,1,0.316,80.352,4,https://api.spotify.com/v1/tracks/165DCBmn1v2QMkOzlkCijb,audio_features,spotify:track:165DCBmn1v2QMkOzlkCijb,0.966,Fighting For,Chante
21,0.172,https://api.spotify.com/v1/audio-analysis/0rK7HWL5cawznIwb2hZzox,0.867,184413,0.7,0rK7HWL5cawznIwb2hZzox,0.0,2,0.0536,-5.301,1,0.0768,130.062,4,https://api.spotify.com/v1/tracks/0rK7HWL5cawznIwb2hZzox,audio_features,spotify:track:0rK7HWL5cawznIwb2hZzox,0.865,Cali Girl,Common Kings
22,0.00824,https://api.spotify.com/v1/audio-analysis/1BQtgjtTDVdac0kTAZxeNd,0.828,196341,0.732,1BQtgjtTDVdac0kTAZxeNd,0.0,8,0.0512,-5.05,0,0.147,139.979,4,https://api.spotify.com/v1/tracks/1BQtgjtTDVdac0kTAZxeNd,audio_features,spotify:track:1BQtgjtTDVdac0kTAZxeNd,0.96,I Will,The Green
23,0.126,https://api.spotify.com/v1/audio-analysis/4DVCi7Q109XVeUCep2tGBh,0.837,200000,0.69,4DVCi7Q109XVeUCep2tGBh,0.0,2,0.0905,-5.503,1,0.06,149.979,4,https://api.spotify.com/v1/tracks/4DVCi7Q109XVeUCep2tGBh,audio_features,spotify:track:4DVCi7Q109XVeUCep2tGBh,0.725,Sweet Maui,Chala
24,0.426,https://api.spotify.com/v1/audio-analysis/5M6dACODo793pMh0mwn6lQ,0.762,172853,0.479,5M6dACODo793pMh0mwn6lQ,0.0,1,0.132,-6.701,1,0.0579,84.02,4,https://api.spotify.com/v1/tracks/5M6dACODo793pMh0mwn6lQ,audio_features,spotify:track:5M6dACODo793pMh0mwn6lQ,0.541,Do You,Sammy Johnson
