,0,song_title,artist,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
2,,Lillian,Milk Teeth,0.000382,https://api.spotify.com/v1/audio-analysis/7oW9MZKFKVHly77TcULLRM,0.284,130920.0,0.99,7oW9MZKFKVHly77TcULLRM,0.0,6.0,0.323,-2.994,0.0,0.0944,172.149,4.0,https://api.spotify.com/v1/tracks/7oW9MZKFKVHly77TcULLRM,audio_features,spotify:track:7oW9MZKFKVHly77TcULLRM,0.209
3,,Long Live The Queen - Songbook Version,Frank Turner,0.0506,https://api.spotify.com/v1/audio-analysis/0Vibc5RNinVZuza4rAgAbK,0.347,222187.0,0.773,0Vibc5RNinVZuza4rAgAbK,0.0,9.0,0.403,-5.134,1.0,0.178,86.737,4.0,https://api.spotify.com/v1/tracks/0Vibc5RNinVZuza4rAgAbK,audio_features,spotify:track:0Vibc5RNinVZuza4rAgAbK,0.728
4,,Illuminant,Quicksand,0.0147,https://api.spotify.com/v1/audio-analysis/2rpJtmeLU52N5WbR7BLfUX,0.427,233215.0,0.896,2rpJtmeLU52N5WbR7BLfUX,0.34,9.0,0.673,-5.241,0.0,0.0339,149.851,4.0,https://api.spotify.com/v1/tracks/2rpJtmeLU52N5WbR7BLfUX,audio_features,spotify:track:2rpJtmeLU52N5WbR7BLfUX,0.392
5,,What a Time to Be Alive,Superchunk,7.36e-05,https://api.spotify.com/v1/audio-analysis/0HAtYAUM9GRCLbwuTES3EN,0.419,225468.0,0.968,0HAtYAUM9GRCLbwuTES3EN,2.59e-06,11.0,0.324,-5.149,0.0,0.073,158.019,4.0,https://api.spotify.com/v1/tracks/0HAtYAUM9GRCLbwuTES3EN,audio_features,spotify:track:0HAtYAUM9GRCLbwuTES3EN,0.727
6,,Animal,No Liars,0.00031,https://api.spotify.com/v1/audio-analysis/5hE5HzkILZDWWms2n2S84n,0.559,179488.0,0.93,5hE5HzkILZDWWms2n2S84n,2.65e-05,9.0,0.145,-3.963,0.0,0.0748,102.594,4.0,https://api.spotify.com/v1/tracks/5hE5HzkILZDWWms2n2S84n,audio_features,spotify:track:5hE5HzkILZDWWms2n2S84n,0.517
7,,As a Spy,Forty Seven Teeth,0.0009,https://api.spotify.com/v1/audio-analysis/4urgPJPoofZTrn0PVvS8Zm,0.13,177986.0,0.971,4urgPJPoofZTrn0PVvS8Zm,0.0,2.0,0.0992,-2.992,1.0,0.343,195.866,4.0,https://api.spotify.com/v1/tracks/4urgPJPoofZTrn0PVvS8Zm,audio_features,spotify:track:4urgPJPoofZTrn0PVvS8Zm,0.15
8,,Dead Meat,Talk Show Host,0.000367,https://api.spotify.com/v1/audio-analysis/7DomEKVnhv5H2LuFQa3OCN,0.51,176570.0,0.992,7DomEKVnhv5H2LuFQa3OCN,0.0316,4.0,0.825,-2.38,1.0,0.129,119.052,4.0,https://api.spotify.com/v1/tracks/7DomEKVnhv5H2LuFQa3OCN,audio_features,spotify:track:7DomEKVnhv5H2LuFQa3OCN,0.419
9,,Sobriety,Ducking Punches,4.87e-05,https://api.spotify.com/v1/audio-analysis/2q793NzfSsZHS2frCG3GZ5,0.247,227573.0,0.927,2q793NzfSsZHS2frCG3GZ5,0.000563,3.0,0.0847,-6.211,1.0,0.0583,88.501,4.0,https://api.spotify.com/v1/tracks/2q793NzfSsZHS2frCG3GZ5,audio_features,spotify:track:2q793NzfSsZHS2frCG3GZ5,0.145
10,,Destroy Yrself,Kindling,5.11e-06,https://api.spotify.com/v1/audio-analysis/2pr11biaJdJrF8xY1ybi0z,0.0998,238226.0,0.719,2pr11biaJdJrF8xY1ybi0z,0.774,11.0,0.341,-7.991,1.0,0.0381,159.714,4.0,https://api.spotify.com/v1/tracks/2pr11biaJdJrF8xY1ybi0z,audio_features,spotify:track:2pr11biaJdJrF8xY1ybi0z,0.288
11,,Weed Pin,Drug Church,0.00822,https://api.spotify.com/v1/audio-analysis/6i21PMTp1fSC2Ur4FuHxKi,0.519,286200.0,0.945,6i21PMTp1fSC2Ur4FuHxKi,0.00966,4.0,0.247,-4.244,1.0,0.0627,133.04,4.0,https://api.spotify.com/v1/tracks/6i21PMTp1fSC2Ur4FuHxKi,audio_features,spotify:track:6i21PMTp1fSC2Ur4FuHxKi,0.147
12,,Total Meltdown,DZ Deathrays,0.0072,https://api.spotify.com/v1/audio-analysis/4ijIUq22skEmvgqtWDJqMH,0.462,184867.0,0.884,4ijIUq22skEmvgqtWDJqMH,0.0114,11.0,0.162,-3.939,0.0,0.0501,132.025,4.0,https://api.spotify.com/v1/tracks/4ijIUq22skEmvgqtWDJqMH,audio_features,spotify:track:4ijIUq22skEmvgqtWDJqMH,0.613
13,,Baby,Sad Baxter,0.00562,https://api.spotify.com/v1/audio-analysis/2tPEwPrVmAK2UKao7DL8wh,0.551,151051.0,0.714,2tPEwPrVmAK2UKao7DL8wh,0.0,0.0,0.305,-6.874,1.0,0.0403,122.981,4.0,https://api.spotify.com/v1/tracks/2tPEwPrVmAK2UKao7DL8wh,audio_features,spotify:track:2tPEwPrVmAK2UKao7DL8wh,0.92
14,,Pulling Leaves off Trees,Wallows,0.000848,https://api.spotify.com/v1/audio-analysis/1NZvRXp6skvKEXs1dV7sZS,0.376,230482.0,0.937,1NZvRXp6skvKEXs1dV7sZS,0.0,7.0,0.14,-2.653,1.0,0.0757,154.014,4.0,https://api.spotify.com/v1/tracks/1NZvRXp6skvKEXs1dV7sZS,audio_features,spotify:track:1NZvRXp6skvKEXs1dV7sZS,0.488
15,,Mess Of Wires,Metz,2.16e-06,https://api.spotify.com/v1/audio-analysis/22EAgrZoHygn2PuIGfWF0g,0.342,209427.0,0.961,22EAgrZoHygn2PuIGfWF0g,0.913,9.0,0.756,-5.971,1.0,0.127,114.702,4.0,https://api.spotify.com/v1/tracks/22EAgrZoHygn2PuIGfWF0g,audio_features,spotify:track:22EAgrZoHygn2PuIGfWF0g,0.0852
16,,Rise Up Lights,The Used,0.00112,https://api.spotify.com/v1/audio-analysis/0p2RixctlVzfHyn87r7AMF,0.353,208787.0,0.948,0p2RixctlVzfHyn87r7AMF,0.066,6.0,0.212,-8.108,0.0,0.0882,93.24,4.0,https://api.spotify.com/v1/tracks/0p2RixctlVzfHyn87r7AMF,audio_features,spotify:track:0p2RixctlVzfHyn87r7AMF,0.326
17,,Bible Camp,West Thebarton,4.25e-05,https://api.spotify.com/v1/audio-analysis/1o2hYSs2xSdu5z11v0wcI8,0.434,213560.0,0.948,1o2hYSs2xSdu5z11v0wcI8,5.22e-05,7.0,0.105,-3.314,1.0,0.112,94.929,4.0,https://api.spotify.com/v1/tracks/1o2hYSs2xSdu5z11v0wcI8,audio_features,spotify:track:1o2hYSs2xSdu5z11v0wcI8,0.368
18,,Law And Panda,Weaves,0.00248,https://api.spotify.com/v1/audio-analysis/6hknbDpdQTUb8CJNEIIlA8,0.394,165560.0,0.956,6hknbDpdQTUb8CJNEIIlA8,0.39,11.0,0.37,-3.697,0.0,0.0877,156.578,4.0,https://api.spotify.com/v1/tracks/6hknbDpdQTUb8CJNEIIlA8,audio_features,spotify:track:6hknbDpdQTUb8CJNEIIlA8,0.718
19,,The Horrible Year,Reggie And The Full Effect,0.00232,https://api.spotify.com/v1/audio-analysis/2qZrGnyuRqqVJNt6IicILv,0.52,212560.0,0.864,2qZrGnyuRqqVJNt6IicILv,2.97e-06,8.0,0.0782,-4.439,1.0,0.0487,133.838,4.0,https://api.spotify.com/v1/tracks/2qZrGnyuRqqVJNt6IicILv,audio_features,spotify:track:2qZrGnyuRqqVJNt6IicILv,0.24
20,,Entitlement Crew,The Hold Steady,0.41,https://api.spotify.com/v1/audio-analysis/70xm1SW7jA16I6o3S0laIh,0.393,225080.0,0.895,70xm1SW7jA16I6o3S0laIh,3.48e-05,4.0,0.17,-3.24,1.0,0.138,139.107,4.0,https://api.spotify.com/v1/tracks/70xm1SW7jA16I6o3S0laIh,audio_features,spotify:track:70xm1SW7jA16I6o3S0laIh,0.334
21,,What's That Good For,Casper Skulls,0.0142,https://api.spotify.com/v1/audio-analysis/6DI3pjwJKRe7bivMaDDMdy,0.485,213773.0,0.715,6DI3pjwJKRe7bivMaDDMdy,0.000155,2.0,0.3,-6.332,1.0,0.0424,122.055,4.0,https://api.spotify.com/v1/tracks/6DI3pjwJKRe7bivMaDDMdy,audio_features,spotify:track:6DI3pjwJKRe7bivMaDDMdy,0.495
22,,My Best Friend (Is A Nihilist),Iron Chic,2.97e-05,https://api.spotify.com/v1/audio-analysis/6vqq6wi5yDT5LCYCK7A0pW,0.386,212387.0,0.964,6vqq6wi5yDT5LCYCK7A0pW,0.000448,9.0,0.187,-6.429,1.0,0.0522,156.913,4.0,https://api.spotify.com/v1/tracks/6vqq6wi5yDT5LCYCK7A0pW,audio_features,spotify:track:6vqq6wi5yDT5LCYCK7A0pW,0.755
23,,Sweet Life,The Beaches,0.000429,https://api.spotify.com/v1/audio-analysis/5ivscaWFVX7O0kmUoXG3Bv,0.443,173640.0,0.892,5ivscaWFVX7O0kmUoXG3Bv,1.12e-05,2.0,0.108,-5.197,1.0,0.0686,158.026,4.0,https://api.spotify.com/v1/tracks/5ivscaWFVX7O0kmUoXG3Bv,audio_features,spotify:track:5ivscaWFVX7O0kmUoXG3Bv,0.744
24,,Forget Me Not,Brian Fallon,0.00372,https://api.spotify.com/v1/audio-analysis/3CilaN2rxpgFAGVyVRo0ms,0.49,227973.0,0.946,3CilaN2rxpgFAGVyVRo0ms,0.0,2.0,0.45,-3.17,1.0,0.0317,152.981,4.0,https://api.spotify.com/v1/tracks/3CilaN2rxpgFAGVyVRo0ms,audio_features,spotify:track:3CilaN2rxpgFAGVyVRo0ms,0.827
25,,Accolades,Little Junior,3.13e-05,https://api.spotify.com/v1/audio-analysis/0Or9yycwTU4ENugVJtnMlq,0.212,131680.0,0.954,0Or9yycwTU4ENugVJtnMlq,0.372,6.0,0.0833,-3.857,0.0,0.101,177.594,4.0,https://api.spotify.com/v1/tracks/0Or9yycwTU4ENugVJtnMlq,audio_features,spotify:track:0Or9yycwTU4ENugVJtnMlq,0.236
26,,I Don't Know,PONY,0.000159,https://api.spotify.com/v1/audio-analysis/6f1S4V9hLQhi9UpMgYIo3D,0.368,212777.0,0.965,6f1S4V9hLQhi9UpMgYIo3D,0.000444,1.0,0.133,-3.842,0.0,0.0707,157.887,4.0,https://api.spotify.com/v1/tracks/6f1S4V9hLQhi9UpMgYIo3D,audio_features,spotify:track:6f1S4V9hLQhi9UpMgYIo3D,0.556
27,,Come What May,The Penske File,4.07e-05,https://api.spotify.com/v1/audio-analysis/7j0IQVb6A0pKsVM4ctcZUd,0.325,253701.0,0.965,7j0IQVb6A0pKsVM4ctcZUd,0.0,4.0,0.0968,-3.461,1.0,0.188,131.974,4.0,https://api.spotify.com/v1/tracks/7j0IQVb6A0pKsVM4ctcZUd,audio_features,spotify:track:7j0IQVb6A0pKsVM4ctcZUd,0.267
28,,Hometown,Attic Salt,0.000385,https://api.spotify.com/v1/audio-analysis/7ypqBBwnsARtqSMknBOayR,0.438,137510.0,0.98,7ypqBBwnsARtqSMknBOayR,0.794,4.0,0.123,-3.649,1.0,0.0687,93.012,4.0,https://api.spotify.com/v1/tracks/7ypqBBwnsARtqSMknBOayR,audio_features,spotify:track:7ypqBBwnsARtqSMknBOayR,0.361
29,,Going Out,Tusky,0.00021,https://api.spotify.com/v1/audio-analysis/4rEEkQAkNGOeWgd7uUKksr,0.323,196680.0,0.916,4rEEkQAkNGOeWgd7uUKksr,0.155,6.0,0.121,-3.652,0.0,0.0576,169.918,4.0,https://api.spotify.com/v1/tracks/4rEEkQAkNGOeWgd7uUKksr,audio_features,spotify:track:4rEEkQAkNGOeWgd7uUKksr,0.52
30,,The Free Life - Edit,Turbowolf,0.000267,https://api.spotify.com/v1/audio-analysis/2Gio0VaOMZirgIDUy0mol7,0.327,188674.0,0.98,2Gio0VaOMZirgIDUy0mol7,0.131,5.0,0.307,-3.232,1.0,0.0715,167.999,4.0,https://api.spotify.com/v1/tracks/2Gio0VaOMZirgIDUy0mol7,audio_features,spotify:track:2Gio0VaOMZirgIDUy0mol7,0.212
31,,Let's Make Out,Dream Wife,0.00382,https://api.spotify.com/v1/audio-analysis/1ogUEPb0U5bpkvrjYpfljE,0.463,175760.0,0.875,1ogUEPb0U5bpkvrjYpfljE,0.000289,2.0,0.097,-5.578,1.0,0.0954,143.98,4.0,https://api.spotify.com/v1/tracks/1ogUEPb0U5bpkvrjYpfljE,audio_features,spotify:track:1ogUEPb0U5bpkvrjYpfljE,0.405
32,,Two Birds,The Bronx,8.54e-05,https://api.spotify.com/v1/audio-analysis/0LHMJ1Uv53t9gdpJm5Qtep,0.427,194000.0,0.842,0LHMJ1Uv53t9gdpJm5Qtep,0.00029,0.0,0.206,-4.928,1.0,0.04,81.04,4.0,https://api.spotify.com/v1/tracks/0LHMJ1Uv53t9gdpJm5Qtep,audio_features,spotify:track:0LHMJ1Uv53t9gdpJm5Qtep,0.434
33,,Manning Hill,Chastity,0.000134,https://api.spotify.com/v1/audio-analysis/4wnbeuBLrrCZ5UyGziVFqB,0.261,118013.0,0.914,4wnbeuBLrrCZ5UyGziVFqB,0.00101,9.0,0.484,-5.673,1.0,0.0503,158.169,4.0,https://api.spotify.com/v1/tracks/4wnbeuBLrrCZ5UyGziVFqB,audio_features,spotify:track:4wnbeuBLrrCZ5UyGziVFqB,0.217
34,,Passiona,The Smith Street Band,0.293,https://api.spotify.com/v1/audio-analysis/3Cdbz6DrHxOmRLlK6nGDTu,0.358,225173.0,0.767,3Cdbz6DrHxOmRLlK6nGDTu,0.0,5.0,0.103,-4.261,1.0,0.0578,110.491,4.0,https://api.spotify.com/v1/tracks/3Cdbz6DrHxOmRLlK6nGDTu,audio_features,spotify:track:3Cdbz6DrHxOmRLlK6nGDTu,0.549
35,,No Fun Club,Frank Iero And The Patience,3.27e-05,https://api.spotify.com/v1/audio-analysis/6hFUb4nelEHQ6dsMc0PBaX,0.265,93959.0,0.973,6hFUb4nelEHQ6dsMc0PBaX,0.863,1.0,0.105,-6.712,1.0,0.0952,190.296,4.0,https://api.spotify.com/v1/tracks/6hFUb4nelEHQ6dsMc0PBaX,audio_features,spotify:track:6hFUb4nelEHQ6dsMc0PBaX,0.387
36,,Turn out the Lights,Showoff,0.0133,https://api.spotify.com/v1/audio-analysis/4T8wsS0fiJQDC8U5PPwDls,0.457,233187.0,0.987,4T8wsS0fiJQDC8U5PPwDls,0.000453,11.0,0.302,-2.209,1.0,0.115,164.967,4.0,https://api.spotify.com/v1/tracks/4T8wsS0fiJQDC8U5PPwDls,audio_features,spotify:track:4T8wsS0fiJQDC8U5PPwDls,0.86
37,,Black Moon,Screaming Females,0.000273,https://api.spotify.com/v1/audio-analysis/7j7NRnw2clOwoqeuYAVCwU,0.478,239848.0,0.947,7j7NRnw2clOwoqeuYAVCwU,0.123,0.0,0.329,-5.622,1.0,0.0434,105.849,4.0,https://api.spotify.com/v1/tracks/7j7NRnw2clOwoqeuYAVCwU,audio_features,spotify:track:7j7NRnw2clOwoqeuYAVCwU,0.508
38,,Deviant,Decent Criminal,4.65e-05,https://api.spotify.com/v1/audio-analysis/7whIPTNHVMnVlkBbwqfiwU,0.415,153307.0,0.899,7whIPTNHVMnVlkBbwqfiwU,0.0,8.0,0.336,-4.603,1.0,0.049,145.018,4.0,https://api.spotify.com/v1/tracks/7whIPTNHVMnVlkBbwqfiwU,audio_features,spotify:track:7whIPTNHVMnVlkBbwqfiwU,0.411
39,,Talk,Show Me the Body,4.65e-05,https://api.spotify.com/v1/audio-analysis/0z18nuwBppfJT0lwt5YATH,0.364,148400.0,0.948,0z18nuwBppfJT0lwt5YATH,0.389,1.0,0.0896,-1.79,0.0,0.219,149.147,4.0,https://api.spotify.com/v1/tracks/0z18nuwBppfJT0lwt5YATH,audio_features,spotify:track:0z18nuwBppfJT0lwt5YATH,0.283
40,,Cold Wash,Estrons,0.000301,https://api.spotify.com/v1/audio-analysis/132wIzGgBhkms2oAB2pEF1,0.518,176411.0,0.891,132wIzGgBhkms2oAB2pEF1,0.0458,11.0,0.314,-4.816,1.0,0.0883,126.926,4.0,https://api.spotify.com/v1/tracks/132wIzGgBhkms2oAB2pEF1,audio_features,spotify:track:132wIzGgBhkms2oAB2pEF1,0.535
41,,Dispatch From Mar-a-Lago,L7,3.99e-06,https://api.spotify.com/v1/audio-analysis/2GbAG8tLR7oopXUIEwGCsc,0.358,180893.0,0.99,2GbAG8tLR7oopXUIEwGCsc,0.727,0.0,0.164,-2.438,1.0,0.127,147.147,4.0,https://api.spotify.com/v1/tracks/2GbAG8tLR7oopXUIEwGCsc,audio_features,spotify:track:2GbAG8tLR7oopXUIEwGCsc,0.385
42,,Start Young,Grieving,6.49e-05,https://api.spotify.com/v1/audio-analysis/42zYtqBuUC1KcAaVqBgS1Q,0.202,185662.0,0.958,42zYtqBuUC1KcAaVqBgS1Q,0.0564,4.0,0.0485,-4.814,0.0,0.173,163.79,4.0,https://api.spotify.com/v1/tracks/42zYtqBuUC1KcAaVqBgS1Q,audio_features,spotify:track:42zYtqBuUC1KcAaVqBgS1Q,0.285
43,,Serf,KNIFEY,0.000129,https://api.spotify.com/v1/audio-analysis/7HJyh0udWaFvTBXWPv4nJm,0.204,156762.0,0.926,7HJyh0udWaFvTBXWPv4nJm,0.00219,0.0,0.325,-2.451,0.0,0.0677,154.608,4.0,https://api.spotify.com/v1/tracks/7HJyh0udWaFvTBXWPv4nJm,audio_features,spotify:track:7HJyh0udWaFvTBXWPv4nJm,0.172
44,,Cute Little Finger,Daisyhead,0.00321,https://api.spotify.com/v1/audio-analysis/4wuYxw9eGnjED14x5dvqKz,0.435,235995.0,0.982,4wuYxw9eGnjED14x5dvqKz,2.4e-06,6.0,0.338,-2.89,1.0,0.0997,135.007,4.0,https://api.spotify.com/v1/tracks/4wuYxw9eGnjED14x5dvqKz,audio_features,spotify:track:4wuYxw9eGnjED14x5dvqKz,0.336
45,,Cold Comfort Lane,Holy Moly & The Crackers,0.000897,https://api.spotify.com/v1/audio-analysis/0UP9hnZMZApkQusqMDtmI1,0.546,178278.0,0.907,0UP9hnZMZApkQusqMDtmI1,0.000206,7.0,0.126,-5.256,0.0,0.0517,155.02,4.0,https://api.spotify.com/v1/tracks/0UP9hnZMZApkQusqMDtmI1,audio_features,spotify:track:0UP9hnZMZApkQusqMDtmI1,0.802
46,,Ocean,The Front Bottoms,0.000771,https://api.spotify.com/v1/audio-analysis/5woK5a239IHU1hMOIk4Umn,0.241,243013.0,0.726,5woK5a239IHU1hMOIk4Umn,0.000438,5.0,0.191,-5.928,1.0,0.034,132.193,4.0,https://api.spotify.com/v1/tracks/5woK5a239IHU1hMOIk4Umn,audio_features,spotify:track:5woK5a239IHU1hMOIk4Umn,0.269
47,,40 Degrees,Beatsteaks,5.64e-05,https://api.spotify.com/v1/audio-analysis/2cCJAGij4f2KIeS2rGwmkc,0.483,149480.0,0.625,2cCJAGij4f2KIeS2rGwmkc,8.82e-05,1.0,0.247,-5.344,0.0,0.0446,122.012,4.0,https://api.spotify.com/v1/tracks/2cCJAGij4f2KIeS2rGwmkc,audio_features,spotify:track:2cCJAGij4f2KIeS2rGwmkc,0.373
48,,Distant Star,Spielbergs,2.43e-05,https://api.spotify.com/v1/audio-analysis/4BboWwzdXCg63ORFjNy4oV,0.412,189597.0,0.918,4BboWwzdXCg63ORFjNy4oV,0.304,4.0,0.662,-5.844,1.0,0.113,149.983,4.0,https://api.spotify.com/v1/tracks/4BboWwzdXCg63ORFjNy4oV,audio_features,spotify:track:4BboWwzdXCg63ORFjNy4oV,0.369
49,,Klartraum,Gurr,0.0459,https://api.spotify.com/v1/audio-analysis/6W1emtYo0axQb2UfrZ3dWW,0.435,126000.0,0.904,6W1emtYo0axQb2UfrZ3dWW,0.0,4.0,0.166,-5.653,0.0,0.127,110.747,4.0,https://api.spotify.com/v1/tracks/6W1emtYo0axQb2UfrZ3dWW,audio_features,spotify:track:6W1emtYo0axQb2UfrZ3dWW,0.431
50,,Stuck Like A...,Neaux,3.2e-05,https://api.spotify.com/v1/audio-analysis/6RhDkZtoHl3tgGkS1KJHQc,0.392,246613.0,0.965,6RhDkZtoHl3tgGkS1KJHQc,0.85,9.0,0.113,-6.139,0.0,0.0449,163.978,4.0,https://api.spotify.com/v1/tracks/6RhDkZtoHl3tgGkS1KJHQc,audio_features,spotify:track:6RhDkZtoHl3tgGkS1KJHQc,0.402
51,,In Your Palace,The Cribs,0.000138,https://api.spotify.com/v1/audio-analysis/4iNFacViUDa0istl4NwqgW,0.204,258427.0,0.799,4iNFacViUDa0istl4NwqgW,0.107,8.0,0.386,-6.769,1.0,0.0451,135.012,4.0,https://api.spotify.com/v1/tracks/4iNFacViUDa0istl4NwqgW,audio_features,spotify:track:4iNFacViUDa0istl4NwqgW,0.275
52,,Nancy Drew,Sløtface,0.000905,https://api.spotify.com/v1/audio-analysis/5hGUXMLcxyXLTHjkedHlCx,0.399,195307.0,0.838,5hGUXMLcxyXLTHjkedHlCx,0.0,11.0,0.118,-7.291,0.0,0.136,88.424,4.0,https://api.spotify.com/v1/tracks/5hGUXMLcxyXLTHjkedHlCx,audio_features,spotify:track:5hGUXMLcxyXLTHjkedHlCx,0.557
53,,Off With My Head,The Newports,0.00165,https://api.spotify.com/v1/audio-analysis/5d7ObeNLyNFNMLutbFFoZO,0.622,154613.0,0.927,5d7ObeNLyNFNMLutbFFoZO,0.00533,7.0,0.0398,-5.45,1.0,0.0931,127.809,4.0,https://api.spotify.com/v1/tracks/5d7ObeNLyNFNMLutbFFoZO,audio_features,spotify:track:5d7ObeNLyNFNMLutbFFoZO,0.384
54,,Deep in a Hole,Such Gold,6.67e-06,https://api.spotify.com/v1/audio-analysis/2SEoRxG2TP1B8lTxnoImj0,0.289,215347.0,0.962,2SEoRxG2TP1B8lTxnoImj0,0.00495,11.0,0.353,-3.787,1.0,0.0501,99.374,4.0,https://api.spotify.com/v1/tracks/2SEoRxG2TP1B8lTxnoImj0,audio_features,spotify:track:2SEoRxG2TP1B8lTxnoImj0,0.494
55,,One Rizla,Shame,0.000128,https://api.spotify.com/v1/audio-analysis/13adZXD5qXvZk0OtN6WUEy,0.426,214578.0,0.886,13adZXD5qXvZk0OtN6WUEy,1.24e-05,11.0,0.079,-4.529,0.0,0.0416,131.949,4.0,https://api.spotify.com/v1/tracks/13adZXD5qXvZk0OtN6WUEy,audio_features,spotify:track:13adZXD5qXvZk0OtN6WUEy,0.574
56,,Bagman,Honey,1.68e-06,https://api.spotify.com/v1/audio-analysis/2K4r7T7SNjVGIUROx3dsMt,0.063,158443.0,0.905,2K4r7T7SNjVGIUROx3dsMt,0.942,4.0,0.169,-4.165,0.0,0.0615,195.176,4.0,https://api.spotify.com/v1/tracks/2K4r7T7SNjVGIUROx3dsMt,audio_features,spotify:track:2K4r7T7SNjVGIUROx3dsMt,0.364
57,,Not Your Type,Worriers,0.00546,https://api.spotify.com/v1/audio-analysis/0dze5uy6ahbuZ8vN7WFP89,0.217,188640.0,0.964,0dze5uy6ahbuZ8vN7WFP89,1.51e-05,0.0,0.382,-4.993,1.0,0.145,181.714,4.0,https://api.spotify.com/v1/tracks/0dze5uy6ahbuZ8vN7WFP89,audio_features,spotify:track:0dze5uy6ahbuZ8vN7WFP89,0.569
58,,For You,Super Whatevr,0.00237,https://api.spotify.com/v1/audio-analysis/4HDtiU7zEtU3WIHEmgxHsl,0.347,215260.0,0.898,4HDtiU7zEtU3WIHEmgxHsl,0.0,11.0,0.0796,-6.329,0.0,0.11,145.845,4.0,https://api.spotify.com/v1/tracks/4HDtiU7zEtU3WIHEmgxHsl,audio_features,spotify:track:4HDtiU7zEtU3WIHEmgxHsl,0.367
59,,Take Me Home,Blis,0.00163,https://api.spotify.com/v1/audio-analysis/7sNG7oRMlGmxgtXYvIWnw9,0.494,166920.0,0.908,7sNG7oRMlGmxgtXYvIWnw9,0.00265,7.0,0.396,-5.272,1.0,0.0453,126.036,4.0,https://api.spotify.com/v1/tracks/7sNG7oRMlGmxgtXYvIWnw9,audio_features,spotify:track:7sNG7oRMlGmxgtXYvIWnw9,0.229
60,,Digital Age,Hang Tight,0.00039,https://api.spotify.com/v1/audio-analysis/4pprChQhkVWMjpYfMkGiWd,0.396,185763.0,0.962,4pprChQhkVWMjpYfMkGiWd,3.73e-06,1.0,0.325,-3.319,1.0,0.111,180.048,4.0,https://api.spotify.com/v1/tracks/4pprChQhkVWMjpYfMkGiWd,audio_features,spotify:track:4pprChQhkVWMjpYfMkGiWd,0.636
61,,Smoochy,Ellen and the Degenerates,3.21e-05,https://api.spotify.com/v1/audio-analysis/7FKPNb8zkadsf7ne35dgiC,0.498,139395.0,0.96,7FKPNb8zkadsf7ne35dgiC,0.0212,0.0,0.13,-3.011,1.0,0.0375,108.107,4.0,https://api.spotify.com/v1/tracks/7FKPNb8zkadsf7ne35dgiC,audio_features,spotify:track:7FKPNb8zkadsf7ne35dgiC,0.525
62,,Common Ground,Fangclub,6.71e-06,https://api.spotify.com/v1/audio-analysis/7FHolUxGp6zG8jvfTxvSsJ,0.202,191187.0,0.952,7FHolUxGp6zG8jvfTxvSsJ,1.06e-05,11.0,0.309,-4.065,0.0,0.0936,84.5,4.0,https://api.spotify.com/v1/tracks/7FHolUxGp6zG8jvfTxvSsJ,audio_features,spotify:track:7FHolUxGp6zG8jvfTxvSsJ,0.313
63,,Empty Hands,Prawn,0.00332,https://api.spotify.com/v1/audio-analysis/1ZDFXAZzFrazF0pcWGerIT,0.501,210133.0,0.909,1ZDFXAZzFrazF0pcWGerIT,0.00037,2.0,0.0642,-5.655,1.0,0.102,159.892,4.0,https://api.spotify.com/v1/tracks/1ZDFXAZzFrazF0pcWGerIT,audio_features,spotify:track:1ZDFXAZzFrazF0pcWGerIT,0.427
64,,Undercover,Single Mothers,0.0211,https://api.spotify.com/v1/audio-analysis/6UALXCvkYr4aFmeJ03g6Fo,0.366,169413.0,0.969,6UALXCvkYr4aFmeJ03g6Fo,0.000286,6.0,0.395,-1.455,1.0,0.0896,115.16,4.0,https://api.spotify.com/v1/tracks/6UALXCvkYr4aFmeJ03g6Fo,audio_features,spotify:track:6UALXCvkYr4aFmeJ03g6Fo,0.435
65,,Nice to Know,Four Year Strong,0.0318,https://api.spotify.com/v1/audio-analysis/4xRpB18e2oAJ0Yy8vturlY,0.613,225760.0,0.947,4xRpB18e2oAJ0Yy8vturlY,0.000261,0.0,0.0858,-5.451,1.0,0.0635,132.915,4.0,https://api.spotify.com/v1/tracks/4xRpB18e2oAJ0Yy8vturlY,audio_features,spotify:track:4xRpB18e2oAJ0Yy8vturlY,0.358
66,,Me In Glue,Tough Age,0.000134,https://api.spotify.com/v1/audio-analysis/5DgFoew13LX8iJO9dR7Gdo,0.351,198112.0,0.816,5DgFoew13LX8iJO9dR7Gdo,0.728,1.0,0.056,-6.777,1.0,0.0318,174.951,4.0,https://api.spotify.com/v1/tracks/5DgFoew13LX8iJO9dR7Gdo,audio_features,spotify:track:5DgFoew13LX8iJO9dR7Gdo,0.766
67,,Making It Right,Remember Sports,0.0183,https://api.spotify.com/v1/audio-analysis/2qjRgHOsJAoNDNSQD2gvtc,0.437,104787.0,0.953,2qjRgHOsJAoNDNSQD2gvtc,0.00237,4.0,0.11,-4.292,1.0,0.0457,97.213,4.0,https://api.spotify.com/v1/tracks/2qjRgHOsJAoNDNSQD2gvtc,audio_features,spotify:track:2qjRgHOsJAoNDNSQD2gvtc,0.411
