,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,song_title,artist,rock,funk,eletronica,rap,sertanejo,metal
80,0.976,https://api.spotify.com/v1/audio-analysis/5dfZeICRmoLKDqoxfXtRoE,0.459,215238,0.217,5dfZeICRmoLKDqoxfXtRoE,0.00431,10,0.0948,17.037,0,0.0429,130.081,4,https://api.spotify.com/v1/tracks/5dfZeICRmoLKDqoxfXtRoE,audio_features,spotify:track:5dfZeICRmoLKDqoxfXtRoE,0.0961,Stay Here,Henry Green,0,0,1,0,0,0
81,0.0717,https://api.spotify.com/v1/audio-analysis/5WwaKGBmg0TpG8mRQpksl2,0.721,249926,0.792,5WwaKGBmg0TpG8mRQpksl2,0.898,8,0.106,8.804,1,0.044,122.037,4,https://api.spotify.com/v1/tracks/5WwaKGBmg0TpG8mRQpksl2,audio_features,spotify:track:5WwaKGBmg0TpG8mRQpksl2,0.408,Horizon,Tycho,0,0,1,0,0,0
82,0.0845,https://api.spotify.com/v1/audio-analysis/6ffxu4OQhpMm610PBPwsEZ,0.67,316654,0.572,6ffxu4OQhpMm610PBPwsEZ,0.927,10,0.112,14.848,0,0.0427,119.007,4,https://api.spotify.com/v1/tracks/6ffxu4OQhpMm610PBPwsEZ,audio_features,spotify:track:6ffxu4OQhpMm610PBPwsEZ,0.11,Flug & Fall,Ben Böhmer,0,0,1,0,0,0
83,0.195,https://api.spotify.com/v1/audio-analysis/4Emy25GTcByJn3ofL92ks1,0.404,228071,0.43,4Emy25GTcByJn3ofL92ks1,0.00191,7,0.503,9.081,1,0.0476,139.108,4,https://api.spotify.com/v1/tracks/4Emy25GTcByJn3ofL92ks1,audio_features,spotify:track:4Emy25GTcByJn3ofL92ks1,0.156,Guide Me,Deorro,0,0,1,0,0,0
84,0.624,https://api.spotify.com/v1/audio-analysis/1XJmTduIQ3i3tptQbXZi7b,0.578,242474,0.499,1XJmTduIQ3i3tptQbXZi7b,3.27e-05,1,0.102,6.799,0,0.046,97.098,4,https://api.spotify.com/v1/tracks/1XJmTduIQ3i3tptQbXZi7b,audio_features,spotify:track:1XJmTduIQ3i3tptQbXZi7b,0.254,Touch the Ground (feat. Natalola),Cory Enemy,0,0,1,0,0,0
85,0.0875,https://api.spotify.com/v1/audio-analysis/0cq92KiWWcr1RN8x1ivnlS,0.796,386557,0.625,0cq92KiWWcr1RN8x1ivnlS,0.00525,1,0.0933,8.667,0,0.0637,121.997,4,https://api.spotify.com/v1/tracks/0cq92KiWWcr1RN8x1ivnlS,audio_features,spotify:track:0cq92KiWWcr1RN8x1ivnlS,0.555,These Dreams - Original Mix,Chris Malinchak,0,0,1,0,0,0
86,0.0251,https://api.spotify.com/v1/audio-analysis/079xATjZNYYUWzDeqYvLeU,0.559,219882,0.777,079xATjZNYYUWzDeqYvLeU,0.000198,8,0.246,5.64,0,0.369,170.114,4,https://api.spotify.com/v1/tracks/079xATjZNYYUWzDeqYvLeU,audio_features,spotify:track:079xATjZNYYUWzDeqYvLeU,0.352,I'll Be Your Reason,Illenium,0,0,1,0,0,0
87,0.000244,https://api.spotify.com/v1/audio-analysis/23beSeRqYRvc0UXfaqNaAO,0.638,237008,0.843,23beSeRqYRvc0UXfaqNaAO,0.642,0,0.162,7.733,1,0.0408,122.007,4,https://api.spotify.com/v1/tracks/23beSeRqYRvc0UXfaqNaAO,audio_features,spotify:track:23beSeRqYRvc0UXfaqNaAO,0.039,Aba - Yotto Remix,Lane 8,0,0,1,0,0,0
88,0.486,https://api.spotify.com/v1/audio-analysis/3FZEv9JddkjHNFiMVxJYpS,0.621,233133,0.551,3FZEv9JddkjHNFiMVxJYpS,0.0,7,0.115,7.89,1,0.0474,105.052,4,https://api.spotify.com/v1/tracks/3FZEv9JddkjHNFiMVxJYpS,audio_features,spotify:track:3FZEv9JddkjHNFiMVxJYpS,0.222,Carry Me,Kygo,0,0,1,0,0,0
89,0.323,https://api.spotify.com/v1/audio-analysis/4nBkSjvUc1S7eUAUsYLLFj,0.762,268293,0.536,4nBkSjvUc1S7eUAUsYLLFj,0.833,0,0.117,8.867,0,0.0364,123.005,4,https://api.spotify.com/v1/tracks/4nBkSjvUc1S7eUAUsYLLFj,audio_features,spotify:track:4nBkSjvUc1S7eUAUsYLLFj,0.0724,Diving with Whales - Daniel Portman Radio Mix,Nora En Pure,0,0,1,0,0,0
90,0.00394,https://api.spotify.com/v1/audio-analysis/243FGuwWfjkWjrTiaXJi1m,0.63,198000,0.961,243FGuwWfjkWjrTiaXJi1m,0.000609,3,0.107,2.384,0,0.0457,120.008,4,https://api.spotify.com/v1/tracks/243FGuwWfjkWjrTiaXJi1m,audio_features,spotify:track:243FGuwWfjkWjrTiaXJi1m,0.203,Natural Blues - Sander van Doorn Remix,Moby,0,0,1,0,0,0
91,0.00299,https://api.spotify.com/v1/audio-analysis/3XPKBb7bTzm5uycSe5ANyq,0.792,260211,0.836,3XPKBb7bTzm5uycSe5ANyq,0.423,2,0.11,6.018,1,0.0541,95.007,4,https://api.spotify.com/v1/tracks/3XPKBb7bTzm5uycSe5ANyq,audio_features,spotify:track:3XPKBb7bTzm5uycSe5ANyq,0.0334,Like It Or Not - Love Thy Brother Remix,Bob Moses,0,0,1,0,0,0
92,0.00534,https://api.spotify.com/v1/audio-analysis/4x6aawsLyPkF3aGPXGvbat,0.663,271136,0.84,4x6aawsLyPkF3aGPXGvbat,0.342,9,0.169,5.618,0,0.0453,108.022,4,https://api.spotify.com/v1/tracks/4x6aawsLyPkF3aGPXGvbat,audio_features,spotify:track:4x6aawsLyPkF3aGPXGvbat,0.2,La Ciudad,ODESZA,0,0,1,0,0,0
93,0.12,https://api.spotify.com/v1/audio-analysis/5fchndbL7vo8plyRreaKtJ,0.662,234789,0.698,5fchndbL7vo8plyRreaKtJ,2.56e-05,5,0.113,4.585,0,0.028,94.042,4,https://api.spotify.com/v1/tracks/5fchndbL7vo8plyRreaKtJ,audio_features,spotify:track:5fchndbL7vo8plyRreaKtJ,0.495,Landslide,Vicetone,0,0,1,0,0,0
94,0.598,https://api.spotify.com/v1/audio-analysis/1u5XvdhVGonnrkpPrtgzKF,0.676,163016,0.494,1u5XvdhVGonnrkpPrtgzKF,0.865,0,0.139,8.73,0,0.032,90.074,4,https://api.spotify.com/v1/tracks/1u5XvdhVGonnrkpPrtgzKF,audio_features,spotify:track:1u5XvdhVGonnrkpPrtgzKF,0.149,Sleepy Kids,Barclay Crenshaw,0,0,1,0,0,0
95,0.114,https://api.spotify.com/v1/audio-analysis/0Brf1s65f8eekORKK9gpe4,0.773,252414,0.631,0Brf1s65f8eekORKK9gpe4,0.858,11,0.133,6.771,0,0.0395,115.992,4,https://api.spotify.com/v1/tracks/0Brf1s65f8eekORKK9gpe4,audio_features,spotify:track:0Brf1s65f8eekORKK9gpe4,0.0808,"Adieu, Pt. II",Tchami,0,0,1,0,0,0
96,0.00258,https://api.spotify.com/v1/audio-analysis/5k4MVfklNSMZZHB1jxvKrr,0.538,218549,0.596,5k4MVfklNSMZZHB1jxvKrr,0.564,9,0.0835,8.389,1,0.045,107.756,4,https://api.spotify.com/v1/tracks/5k4MVfklNSMZZHB1jxvKrr,audio_features,spotify:track:5k4MVfklNSMZZHB1jxvKrr,0.0483,Show Me,ODESZA,0,0,1,0,0,0
97,0.227,https://api.spotify.com/v1/audio-analysis/3wGVYicGXEt2lHwMpX6nvW,0.821,277324,0.675,3wGVYicGXEt2lHwMpX6nvW,0.019,7,0.0765,6.661,0,0.0709,116.014,4,https://api.spotify.com/v1/tracks/3wGVYicGXEt2lHwMpX6nvW,audio_features,spotify:track:3wGVYicGXEt2lHwMpX6nvW,0.551,Say a Prayer for Me,RÜFÜS DU SOL,0,0,1,0,0,0
98,0.0157,https://api.spotify.com/v1/audio-analysis/3y1TbP5maE90LbwUVxptGc,0.452,183006,0.911,3y1TbP5maE90LbwUVxptGc,0.0865,6,0.17,4.419,0,0.123,99.926,4,https://api.spotify.com/v1/tracks/3y1TbP5maE90LbwUVxptGc,audio_features,spotify:track:3y1TbP5maE90LbwUVxptGc,0.154,Blind - Citylights Remix,The M Machine,0,0,1,0,0,0
99,0.334,https://api.spotify.com/v1/audio-analysis/2elus86dfiyJLOhwfND8pg,0.501,216885,0.779,2elus86dfiyJLOhwfND8pg,0.136,8,0.159,6.4,1,0.0483,122.123,4,https://api.spotify.com/v1/tracks/2elus86dfiyJLOhwfND8pg,audio_features,spotify:track:2elus86dfiyJLOhwfND8pg,0.0613,You Were Right - Ki:Theory Remix,RÜFÜS DU SOL,0,0,1,0,0,0
0,0.356,https://api.spotify.com/v1/audio-analysis/4X6wMQec2NHdBhEGUwqUFV,0.755,208386,0.724,4X6wMQec2NHdBhEGUwqUFV,0.00324,3,0.0742,5.97,1,0.0458,110.946,4,https://api.spotify.com/v1/tracks/4X6wMQec2NHdBhEGUwqUFV,audio_features,spotify:track:4X6wMQec2NHdBhEGUwqUFV,0.505,The Last Ones Standing,Tep No,0,0,1,0,0,0
1,0.444,https://api.spotify.com/v1/audio-analysis/6UqRGwjwYL0stXbaodTxwo,0.74,210853,0.831,6UqRGwjwYL0stXbaodTxwo,0.00304,5,0.0769,7.321,1,0.0456,121.034,4,https://api.spotify.com/v1/tracks/6UqRGwjwYL0stXbaodTxwo,audio_features,spotify:track:6UqRGwjwYL0stXbaodTxwo,0.448,Seve - Radio Edit,Tez Cadey,0,0,1,0,0,0
2,0.0174,https://api.spotify.com/v1/audio-analysis/1QJSX3qst1uFk0cyqUOYhV,0.755,167394,0.772,1QJSX3qst1uFk0cyqUOYhV,0.127,0,0.199,5.297,0,0.0597,124.027,4,https://api.spotify.com/v1/tracks/1QJSX3qst1uFk0cyqUOYhV,audio_features,spotify:track:1QJSX3qst1uFk0cyqUOYhV,0.355,Catchfire (Sun Sun Sun) - Edx Radio Edit,Spada,0,0,1,0,0,0
3,0.00116,https://api.spotify.com/v1/audio-analysis/1kFu2TuUmsARXGYc2eYXiC,0.692,173320,0.585,1kFu2TuUmsARXGYc2eYXiC,0.895,0,0.161,6.456,1,0.0308,121.999,4,https://api.spotify.com/v1/tracks/1kFu2TuUmsARXGYc2eYXiC,audio_features,spotify:track:1kFu2TuUmsARXGYc2eYXiC,0.667,Montrose Ave,Y.V.E. 48,0,0,1,0,0,0
4,0.411,https://api.spotify.com/v1/audio-analysis/5jUgFofZJCuSQjcYao0VMv,0.619,199322,0.612,5jUgFofZJCuSQjcYao0VMv,0.0,1,0.143,7.696,0,0.0313,118.069,4,https://api.spotify.com/v1/tracks/5jUgFofZJCuSQjcYao0VMv,audio_features,spotify:track:5jUgFofZJCuSQjcYao0VMv,0.707,Sunset,A-SHO,0,0,1,0,0,0
5,0.101,https://api.spotify.com/v1/audio-analysis/23OzWEhGGgu7RSqzKhsGhE,0.794,185039,0.857,23OzWEhGGgu7RSqzKhsGhE,0.12,0,0.068,5.463,1,0.0407,121.976,4,https://api.spotify.com/v1/tracks/23OzWEhGGgu7RSqzKhsGhE,audio_features,spotify:track:23OzWEhGGgu7RSqzKhsGhE,0.235,Seduction,Boris Way,0,0,1,0,0,0
6,0.318,https://api.spotify.com/v1/audio-analysis/66MrwENuBlVccH7t848vjD,0.502,236129,0.437,66MrwENuBlVccH7t848vjD,0.106,0,0.0916,17.997,1,0.0482,123.913,4,https://api.spotify.com/v1/tracks/66MrwENuBlVccH7t848vjD,audio_features,spotify:track:66MrwENuBlVccH7t848vjD,0.407,Journey - Radio Mix,BUNT.,0,0,1,0,0,0
7,0.222,https://api.spotify.com/v1/audio-analysis/5e0IMngnNkVAfaf3GAzrqg,0.473,213118,0.812,5e0IMngnNkVAfaf3GAzrqg,0.587,0,0.11,6.126,1,0.0365,180.52,4,https://api.spotify.com/v1/tracks/5e0IMngnNkVAfaf3GAzrqg,audio_features,spotify:track:5e0IMngnNkVAfaf3GAzrqg,0.233,Emojis,Daniel Liebt,0,0,1,0,0,0
8,0.554,https://api.spotify.com/v1/audio-analysis/1w9XZ6Pac9L7z4LOSbYe0E,0.795,232210,0.832,1w9XZ6Pac9L7z4LOSbYe0E,0.946,6,0.152,6.59,1,0.0427,121.985,4,https://api.spotify.com/v1/tracks/1w9XZ6Pac9L7z4LOSbYe0E,audio_features,spotify:track:1w9XZ6Pac9L7z4LOSbYe0E,0.496,Summer,Croquet Club,0,0,1,0,0,0
9,0.0296,https://api.spotify.com/v1/audio-analysis/0psrSwsDcH2R2xzMSO4wxo,0.832,210533,0.882,0psrSwsDcH2R2xzMSO4wxo,0.476,5,0.0605,3.977,0,0.0556,121.969,4,https://api.spotify.com/v1/tracks/0psrSwsDcH2R2xzMSO4wxo,audio_features,spotify:track:0psrSwsDcH2R2xzMSO4wxo,0.695,On the Beach - Short Edit,Nora En Pure,0,0,1,0,0,0
10,0.315,https://api.spotify.com/v1/audio-analysis/2rh6JjMcfM2xs3Di8sO0o5,0.735,234826,0.59,2rh6JjMcfM2xs3Di8sO0o5,0.252,6,0.0804,9.238,1,0.0541,100.036,4,https://api.spotify.com/v1/tracks/2rh6JjMcfM2xs3Di8sO0o5,audio_features,spotify:track:2rh6JjMcfM2xs3Di8sO0o5,0.129,Paris - Lost Frequencies Radio Edit,Antoine Malye,0,0,1,0,0,0
11,0.0652,https://api.spotify.com/v1/audio-analysis/2sTe3y5xjQvVb9tDTVaI35,0.721,181748,0.925,2sTe3y5xjQvVb9tDTVaI35,0.000158,4,0.292,3.539,0,0.0455,114.032,4,https://api.spotify.com/v1/tracks/2sTe3y5xjQvVb9tDTVaI35,audio_features,spotify:track:2sTe3y5xjQvVb9tDTVaI35,0.355,Rise Up,Thomas Jack,0,0,1,0,0,0
12,0.191,https://api.spotify.com/v1/audio-analysis/34IuscyAzI857oEJDoa3Qs,0.55,217263,0.737,34IuscyAzI857oEJDoa3Qs,0.285,2,0.202,4.356,1,0.0308,94.953,4,https://api.spotify.com/v1/tracks/34IuscyAzI857oEJDoa3Qs,audio_features,spotify:track:34IuscyAzI857oEJDoa3Qs,0.377,Elounda,Brierley,0,0,1,0,0,0
13,0.388,https://api.spotify.com/v1/audio-analysis/7gsBhmfWBTt1SbizSDL1xf,0.9,230488,0.397,7gsBhmfWBTt1SbizSDL1xf,0.665,8,0.582,10.234,1,0.0556,128.021,4,https://api.spotify.com/v1/tracks/7gsBhmfWBTt1SbizSDL1xf,audio_features,spotify:track:7gsBhmfWBTt1SbizSDL1xf,0.403,Balloons - Radio Edit,Nils Hoffmann,0,0,1,0,0,0
14,0.0169,https://api.spotify.com/v1/audio-analysis/7vDdTswXq16TgSherz1Ksh,0.807,308929,0.425,7vDdTswXq16TgSherz1Ksh,0.891,7,0.0614,8.452,1,0.0656,125.987,4,https://api.spotify.com/v1/tracks/7vDdTswXq16TgSherz1Ksh,audio_features,spotify:track:7vDdTswXq16TgSherz1Ksh,0.66,Uitzicht,Bakermat,0,0,1,0,0,0
15,0.0148,https://api.spotify.com/v1/audio-analysis/2ZdsweqvRBAoFs5c09oJk3,0.679,261818,0.825,2ZdsweqvRBAoFs5c09oJk3,0.318,3,0.11,5.59,1,0.0307,110.011,4,https://api.spotify.com/v1/tracks/2ZdsweqvRBAoFs5c09oJk3,audio_features,spotify:track:2ZdsweqvRBAoFs5c09oJk3,0.0837,Ori Tali Ma - LVNDSCAPE Remix,Sander van Doorn,0,0,1,0,0,0
16,0.0203,https://api.spotify.com/v1/audio-analysis/2LGnRxG3LqPqjQxJBxUi8i,0.759,338108,0.406,2LGnRxG3LqPqjQxJBxUi8i,0.879,5,0.114,12.509,1,0.0513,126.024,4,https://api.spotify.com/v1/tracks/2LGnRxG3LqPqjQxJBxUi8i,audio_features,spotify:track:2LGnRxG3LqPqjQxJBxUi8i,0.117,Eistee aus der Dose,Klangkarussell,0,0,1,0,0,0
17,0.0682,https://api.spotify.com/v1/audio-analysis/1HD1FVlD2TPaMLX76c0aMP,0.795,256552,0.75,1HD1FVlD2TPaMLX76c0aMP,0.895,11,0.174,10.463,1,0.0607,116.001,4,https://api.spotify.com/v1/tracks/1HD1FVlD2TPaMLX76c0aMP,audio_features,spotify:track:1HD1FVlD2TPaMLX76c0aMP,0.555,Colors (When I Think Of You) feat. Emree Franklin,Curt Reynolds,0,0,1,0,0,0
18,0.185,https://api.spotify.com/v1/audio-analysis/2mpsKeLCbdXkwEpZRNi4XD,0.698,283638,0.476,2mpsKeLCbdXkwEpZRNi4XD,0.238,0,0.0542,7.459,1,0.0417,124.986,4,https://api.spotify.com/v1/tracks/2mpsKeLCbdXkwEpZRNi4XD,audio_features,spotify:track:2mpsKeLCbdXkwEpZRNi4XD,0.181,Jubel - Original Mix,Klingande,0,0,1,0,0,0
19,0.278,https://api.spotify.com/v1/audio-analysis/6SDdaZBW69QFZUgpzyPK46,0.65,360069,0.337,6SDdaZBW69QFZUgpzyPK46,0.908,5,0.0846,11.185,0,0.153,119.867,4,https://api.spotify.com/v1/tracks/6SDdaZBW69QFZUgpzyPK46,audio_features,spotify:track:6SDdaZBW69QFZUgpzyPK46,0.169,Sonnentanz,Klangkarussell,0,0,1,0,0,0
20,0.602,https://api.spotify.com/v1/audio-analysis/6euRvhoyzVtjdKohdL78QH,0.738,425000,0.288,6euRvhoyzVtjdKohdL78QH,0.886,1,0.1,13.576,0,0.0403,122.036,4,https://api.spotify.com/v1/tracks/6euRvhoyzVtjdKohdL78QH,audio_features,spotify:track:6euRvhoyzVtjdKohdL78QH,0.385,Fading Nights - Original Mix,Parra for Cuva,0,0,1,0,0,0
21,0.0178,https://api.spotify.com/v1/audio-analysis/3YcAw0Uc94mb7n8DHMFWRa,0.655,368000,0.54,3YcAw0Uc94mb7n8DHMFWRa,0.86,3,0.0899,10.11,1,0.031,124.041,4,https://api.spotify.com/v1/tracks/3YcAw0Uc94mb7n8DHMFWRa,audio_features,spotify:track:3YcAw0Uc94mb7n8DHMFWRa,0.375,"Sunday - KlangTherapeuten ""Looking For Summer"" Remix",Max Manie,0,0,1,0,0,0
22,0.000678,https://api.spotify.com/v1/audio-analysis/3WsqxzFAxXhLyzqMCrsUjT,0.65,290557,0.947,3WsqxzFAxXhLyzqMCrsUjT,0.85,2,0.0546,4.971,1,0.0375,120.011,4,https://api.spotify.com/v1/tracks/3WsqxzFAxXhLyzqMCrsUjT,audio_features,spotify:track:3WsqxzFAxXhLyzqMCrsUjT,0.118,Bora Bora - Seaside Edit,Beltek,0,0,1,0,0,0
23,0.0868,https://api.spotify.com/v1/audio-analysis/71PDKjKF57KG5P2pCqkk76,0.811,266392,0.856,71PDKjKF57KG5P2pCqkk76,0.00244,10,0.0523,6.125,1,0.0596,126.024,4,https://api.spotify.com/v1/tracks/71PDKjKF57KG5P2pCqkk76,audio_features,spotify:track:71PDKjKF57KG5P2pCqkk76,0.461,I'm Here - Radio Edit,Mokoa,0,0,1,0,0,0
24,0.716,https://api.spotify.com/v1/audio-analysis/3JHw0gnnY4WO4YqsdBq0ZF,0.657,219067,0.594,3JHw0gnnY4WO4YqsdBq0ZF,0.0802,5,0.373,6.043,1,0.0307,127.991,4,https://api.spotify.com/v1/tracks/3JHw0gnnY4WO4YqsdBq0ZF,audio_features,spotify:track:3JHw0gnnY4WO4YqsdBq0ZF,0.57,One Day (Vandaag) - Radio Edit,Bakermat,0,0,1,0,0,0
25,0.495,https://api.spotify.com/v1/audio-analysis/3wc0kpZM2lv5UlbA9NFteg,0.723,214582,0.61,3wc0kpZM2lv5UlbA9NFteg,4.13e-06,3,0.0929,9.319,0,0.135,127.901,4,https://api.spotify.com/v1/tracks/3wc0kpZM2lv5UlbA9NFteg,audio_features,spotify:track:3wc0kpZM2lv5UlbA9NFteg,0.415,Wherever I Go,Michael Brun,0,0,1,0,0,0
26,0.174,https://api.spotify.com/v1/audio-analysis/1zKL8G85Yx3T9Q84TuOCSL,0.681,308836,0.392,1zKL8G85Yx3T9Q84TuOCSL,0.724,3,0.0746,6.538,1,0.0342,127.956,4,https://api.spotify.com/v1/tracks/1zKL8G85Yx3T9Q84TuOCSL,audio_features,spotify:track:1zKL8G85Yx3T9Q84TuOCSL,0.302,Punga,Klingande,0,0,1,0,0,0
27,0.0197,https://api.spotify.com/v1/audio-analysis/6ird9di2OtZzXIRoUcmoah,0.811,260160,0.51,6ird9di2OtZzXIRoUcmoah,0.072,9,0.054,6.474,0,0.0424,125.035,4,https://api.spotify.com/v1/tracks/6ird9di2OtZzXIRoUcmoah,audio_features,spotify:track:6ird9di2OtZzXIRoUcmoah,0.641,Dizzy,Dimmi,0,0,1,0,0,0
28,0.0606,https://api.spotify.com/v1/audio-analysis/2UBFEOibKiA5JnO84nZAJm,0.679,284777,0.761,2UBFEOibKiA5JnO84nZAJm,0.9,8,0.635,7.501,1,0.0343,117.987,4,https://api.spotify.com/v1/tracks/2UBFEOibKiA5JnO84nZAJm,audio_features,spotify:track:2UBFEOibKiA5JnO84nZAJm,0.454,Get It All - Bam Spacey remix,Karl X Johan,0,0,1,0,0,0
29,0.032,https://api.spotify.com/v1/audio-analysis/310yA0OSNvWriki14qBLeY,0.429,263755,0.774,310yA0OSNvWriki14qBLeY,0.709,5,0.37,8.846,0,0.0493,119.975,4,https://api.spotify.com/v1/tracks/310yA0OSNvWriki14qBLeY,audio_features,spotify:track:310yA0OSNvWriki14qBLeY,0.0671,Himalaya,LVNDSCAPE,0,0,1,0,0,0
30,0.0736,https://api.spotify.com/v1/audio-analysis/0CmXTpG4UZpRlCyI7KoPW1,0.773,315707,0.53,0CmXTpG4UZpRlCyI7KoPW1,0.456,10,0.0642,6.651,1,0.0513,125.005,4,https://api.spotify.com/v1/tracks/0CmXTpG4UZpRlCyI7KoPW1,audio_features,spotify:track:0CmXTpG4UZpRlCyI7KoPW1,0.453,Aber,Tobtok,0,0,1,0,0,0
31,0.0256,https://api.spotify.com/v1/audio-analysis/2rHj3uf6L70JX4sdQZqmj1,0.725,205976,0.676,2rHj3uf6L70JX4sdQZqmj1,0.888,5,0.0445,6.874,0,0.0344,118.0,4,https://api.spotify.com/v1/tracks/2rHj3uf6L70JX4sdQZqmj1,audio_features,spotify:track:2rHj3uf6L70JX4sdQZqmj1,0.644,Sambal,Aeroplane,0,0,1,0,0,0
32,0.0404,https://api.spotify.com/v1/audio-analysis/6CNkys3SxXamQxBHmEnEke,0.714,190084,0.764,6CNkys3SxXamQxBHmEnEke,0.00101,0,0.0996,3.423,1,0.0587,124.968,4,https://api.spotify.com/v1/tracks/6CNkys3SxXamQxBHmEnEke,audio_features,spotify:track:6CNkys3SxXamQxBHmEnEke,0.668,Keep It Comin',Junior J,0,0,1,0,0,0
33,0.566,https://api.spotify.com/v1/audio-analysis/2UsnjLHBKPaaRjZiWYUCpj,0.581,181856,0.617,2UsnjLHBKPaaRjZiWYUCpj,2.07e-06,0,0.0679,4.973,1,0.0346,114.887,4,https://api.spotify.com/v1/tracks/2UsnjLHBKPaaRjZiWYUCpj,audio_features,spotify:track:2UsnjLHBKPaaRjZiWYUCpj,0.196,Show Me Love,Sam Feldt,0,0,1,0,0,0
34,0.195,https://api.spotify.com/v1/audio-analysis/6JKSgnPypPIs08k1SGOhXD,0.807,203000,0.696,6JKSgnPypPIs08k1SGOhXD,0.0253,0,0.365,7.736,1,0.0468,123.002,4,https://api.spotify.com/v1/tracks/6JKSgnPypPIs08k1SGOhXD,audio_features,spotify:track:6JKSgnPypPIs08k1SGOhXD,0.442,Ragga - Radio Edit,Bolier,0,0,1,0,0,0
35,0.00128,https://api.spotify.com/v1/audio-analysis/5ZTPowK41qACT8FFuorbXW,0.81,210066,0.781,5ZTPowK41qACT8FFuorbXW,0.524,1,0.085,8.26,1,0.0502,116.012,4,https://api.spotify.com/v1/tracks/5ZTPowK41qACT8FFuorbXW,audio_features,spotify:track:5ZTPowK41qACT8FFuorbXW,0.865,Karibu - Radio Edit,Lago,0,0,1,0,0,0
36,0.0314,https://api.spotify.com/v1/audio-analysis/0moaUKScPf9pFxgd3ThIKK,0.749,325561,0.609,0moaUKScPf9pFxgd3ThIKK,0.856,1,0.0889,8.914,1,0.0602,107.987,4,https://api.spotify.com/v1/tracks/0moaUKScPf9pFxgd3ThIKK,audio_features,spotify:track:0moaUKScPf9pFxgd3ThIKK,0.327,Connected - Original Mix,Melosense,0,0,1,0,0,0
37,0.00185,https://api.spotify.com/v1/audio-analysis/4L8bztTLlptElxNxQRPKgh,0.63,366735,0.686,4L8bztTLlptElxNxQRPKgh,0.855,7,0.127,7.773,0,0.0337,127.969,4,https://api.spotify.com/v1/tracks/4L8bztTLlptElxNxQRPKgh,audio_features,spotify:track:4L8bztTLlptElxNxQRPKgh,0.194,Netzwerk - Bonus Track,Klangkarussell,0,0,1,0,0,0
38,0.104,https://api.spotify.com/v1/audio-analysis/1jhJ3HqjGb3yX5UjU1dJAe,0.713,217190,0.779,1jhJ3HqjGb3yX5UjU1dJAe,0.113,9,0.11,7.325,0,0.0633,120.985,4,https://api.spotify.com/v1/tracks/1jhJ3HqjGb3yX5UjU1dJAe,audio_features,spotify:track:1jhJ3HqjGb3yX5UjU1dJAe,0.108,Roll On,Lincoln Jesser,0,0,1,0,0,0
39,0.115,https://api.spotify.com/v1/audio-analysis/6RxxunHQUOtYojwJGDLB51,0.705,217392,0.55,6RxxunHQUOtYojwJGDLB51,0.0,7,0.149,6.469,1,0.0355,114.992,4,https://api.spotify.com/v1/tracks/6RxxunHQUOtYojwJGDLB51,audio_features,spotify:track:6RxxunHQUOtYojwJGDLB51,0.449,Panamalu,Fabio Carry,0,0,1,0,0,0
40,0.000459,https://api.spotify.com/v1/audio-analysis/6q5TL1aNc8yINswnkG3dMq,0.643,171094,0.945,6q5TL1aNc8yINswnkG3dMq,0.324,0,0.0493,4.737,1,0.0534,125.015,4,https://api.spotify.com/v1/tracks/6q5TL1aNc8yINswnkG3dMq,audio_features,spotify:track:6q5TL1aNc8yINswnkG3dMq,0.74,Bobotie,Lucky Charmes,0,0,1,0,0,0
41,0.0233,https://api.spotify.com/v1/audio-analysis/3W71YbBGbRh83vUPY1RNzC,0.647,186642,0.829,3W71YbBGbRh83vUPY1RNzC,0.204,7,0.159,8.584,1,0.107,121.989,4,https://api.spotify.com/v1/tracks/3W71YbBGbRh83vUPY1RNzC,audio_features,spotify:track:3W71YbBGbRh83vUPY1RNzC,0.086,Safari - Radio Edit,Sir Felix,0,0,1,0,0,0
0,0.000733,https://api.spotify.com/v1/audio-analysis/06QobYQZa9xFDxWeyCHhjS,0.774,504000,0.749,06QobYQZa9xFDxWeyCHhjS,0.792,11,0.0765,6.283,1,0.0528,122.002,4,https://api.spotify.com/v1/tracks/06QobYQZa9xFDxWeyCHhjS,audio_features,spotify:track:06QobYQZa9xFDxWeyCHhjS,0.533,Cola - Franky Rizardo Remix,CamelPhat,0,0,1,0,0,0
1,0.0137,https://api.spotify.com/v1/audio-analysis/13jprFjIt6u72lmrHReYi9,0.814,276000,0.839,13jprFjIt6u72lmrHReYi9,0.723,5,0.108,11.418,0,0.0387,123.012,4,https://api.spotify.com/v1/tracks/13jprFjIt6u72lmrHReYi9,audio_features,spotify:track:13jprFjIt6u72lmrHReYi9,0.541,Defne - Short Edit,Ninetoes,0,0,1,0,0,0
2,0.0286,https://api.spotify.com/v1/audio-analysis/2RgXwqbST2d7LFNt9CSgBw,0.693,430645,0.689,2RgXwqbST2d7LFNt9CSgBw,0.893,4,0.624,11.017,0,0.0505,123.998,4,https://api.spotify.com/v1/tracks/2RgXwqbST2d7LFNt9CSgBw,audio_features,spotify:track:2RgXwqbST2d7LFNt9CSgBw,0.0322,Love Someone Else,Nicole Moudaber,0,0,1,0,0,0
