,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,song_title,artist
18,0.708,https://api.spotify.com/v1/audio-analysis/4htRmfD1DlMeuuxURDd3ub,0.854,163360,0.466,4htRmfD1DlMeuuxURDd3ub,0.000267,9,0.0835,-8.997,1,0.0426,119.108,4,https://api.spotify.com/v1/tracks/4htRmfD1DlMeuuxURDd3ub,audio_features,spotify:track:4htRmfD1DlMeuuxURDd3ub,0.634,Spoonful,Howlin' Wolf
19,0.781,https://api.spotify.com/v1/audio-analysis/2XGHdmjsumZRkaL8LhBb1e,0.54,161293,0.874,2XGHdmjsumZRkaL8LhBb1e,0.000311,10,0.323,-6.099,1,0.0706,166.54,4,https://api.spotify.com/v1/tracks/2XGHdmjsumZRkaL8LhBb1e,audio_features,spotify:track:2XGHdmjsumZRkaL8LhBb1e,0.969,Johnny B. Goode - Single Version,Chuck Berry
0,0.91,https://api.spotify.com/v1/audio-analysis/4cEzHktMaGrNAw36GbNhwr,0.707,163944,0.275,4cEzHktMaGrNAw36GbNhwr,7.6e-06,9,0.112,-14.026,0,0.163,108.657,4,https://api.spotify.com/v1/tracks/4cEzHktMaGrNAw36GbNhwr,audio_features,spotify:track:4cEzHktMaGrNAw36GbNhwr,0.619,Blues As I Can Be,Tommy McClennan
1,0.656,https://api.spotify.com/v1/audio-analysis/1WE055A5d1019EAx79Rg8Q,0.567,182509,0.56,1WE055A5d1019EAx79Rg8Q,0.000102,11,0.127,-8.356,0,0.147,147.008,4,https://api.spotify.com/v1/tracks/1WE055A5d1019EAx79Rg8Q,audio_features,spotify:track:1WE055A5d1019EAx79Rg8Q,0.766,Mojo Hand,Lightnin' Hopkins
2,0.697,https://api.spotify.com/v1/audio-analysis/2XtrInrRVz6JY3ydZ6yyvO,0.623,200667,0.151,2XtrInrRVz6JY3ydZ6yyvO,0.000354,9,0.102,-16.275,1,0.0626,75.082,4,https://api.spotify.com/v1/tracks/2XtrInrRVz6JY3ydZ6yyvO,audio_features,spotify:track:2XtrInrRVz6JY3ydZ6yyvO,0.309,You Gotta Move,Mississippi Fred McDowell
3,0.913,https://api.spotify.com/v1/audio-analysis/5w3davI2J6IeUfBZ4cE2qq,0.614,137693,0.136,5w3davI2J6IeUfBZ4cE2qq,3.01e-06,10,0.0891,-14.095,1,0.038,113.967,4,https://api.spotify.com/v1/tracks/5w3davI2J6IeUfBZ4cE2qq,audio_features,spotify:track:5w3davI2J6IeUfBZ4cE2qq,0.527,Mr. McTell Got the Blues - 2003 Remastered,Blind Willie McTell
4,0.42,https://api.spotify.com/v1/audio-analysis/0AyuXBS2btC46SOUgnOZ2N,0.622,158053,0.417,0AyuXBS2btC46SOUgnOZ2N,0.0121,4,0.0785,-11.793,1,0.299,158.103,4,https://api.spotify.com/v1/tracks/0AyuXBS2btC46SOUgnOZ2N,audio_features,spotify:track:0AyuXBS2btC46SOUgnOZ2N,0.597,Boogie Chillun,John Lee Hooker
5,0.973,https://api.spotify.com/v1/audio-analysis/05Fqtv0hpBriJj803R6x8i,0.573,152853,0.267,05Fqtv0hpBriJj803R6x8i,0.000388,6,0.106,-9.051,1,0.0547,90.522,4,https://api.spotify.com/v1/tracks/05Fqtv0hpBriJj803R6x8i,audio_features,spotify:track:05Fqtv0hpBriJj803R6x8i,0.437,Statesboro Blues,Blind Willie McTell
6,0.944,https://api.spotify.com/v1/audio-analysis/5ZUxxja3WzBZUFF6P9M9HN,0.581,206800,0.333,5ZUxxja3WzBZUFF6P9M9HN,0.472,0,0.332,-14.209,1,0.032,94.197,3,https://api.spotify.com/v1/tracks/5ZUxxja3WzBZUFF6P9M9HN,audio_features,spotify:track:5ZUxxja3WzBZUFF6P9M9HN,0.488,Someday (Electric),Otis Spann
7,0.966,https://api.spotify.com/v1/audio-analysis/1guIEbEw6v69ubNOuH9Aug,0.658,179293,0.121,1guIEbEw6v69ubNOuH9Aug,1.69e-05,6,0.0808,-12.142,1,0.0928,97.831,4,https://api.spotify.com/v1/tracks/1guIEbEw6v69ubNOuH9Aug,audio_features,spotify:track:1guIEbEw6v69ubNOuH9Aug,0.383,Sweet Home Chicago,Robert Johnson
