,Unnamed: 0,Unnamed: 0.1,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,song_title,artist,rock,funk,eletronica,rap,sertanejo,metal,vaporwave,samba,classica,pop,mpb,punk,reggae,jazz,blues
137,137,37,0.0116,https://api.spotify.com/v1/audio-analysis/5YniwzzHTegElEIzAZvj0x,0.539,175238,0.972,5YniwzzHTegElEIzAZvj0x,0.000143,7,0.395,-3.731,0,0.329,126.079,4,https://api.spotify.com/v1/tracks/5YniwzzHTegElEIzAZvj0x,audio_features,spotify:track:5YniwzzHTegElEIzAZvj0x,0.487,How Deep Is Your Love,Dankann,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
138,138,38,0.0472,https://api.spotify.com/v1/audio-analysis/0pjeNQwXZ1uzrsyIC2SPCu,0.647,265590,0.879,0pjeNQwXZ1uzrsyIC2SPCu,6.1e-05,11,0.345,-3.415,0,0.0752,127.977,4,https://api.spotify.com/v1/tracks/0pjeNQwXZ1uzrsyIC2SPCu,audio_features,spotify:track:0pjeNQwXZ1uzrsyIC2SPCu,0.254,Feel Good (feat. Daya) - Crankdat Remix,Gryffin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
139,139,39,0.179,https://api.spotify.com/v1/audio-analysis/59wlTaYOL5tDUgXnbBQ3my,0.515,234244,0.6629999999999999,59wlTaYOL5tDUgXnbBQ3my,0.6679999999999999,7,0.494,-7.896,0,0.0328,120.024,4,https://api.spotify.com/v1/tracks/59wlTaYOL5tDUgXnbBQ3my,audio_features,spotify:track:59wlTaYOL5tDUgXnbBQ3my,0.0756,A Moment Apart,ODESZA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
140,140,40,0.00135,https://api.spotify.com/v1/audio-analysis/6RH49kOurGNl02pT2iKOOp,0.5760000000000001,179212,0.733,6RH49kOurGNl02pT2iKOOp,0.000215,7,0.107,-5.278,0,0.0288,150.12,4,https://api.spotify.com/v1/tracks/6RH49kOurGNl02pT2iKOOp,audio_features,spotify:track:6RH49kOurGNl02pT2iKOOp,0.551,We Did It,AREA21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
141,141,41,0.116,https://api.spotify.com/v1/audio-analysis/1nttRCHJ5kjtANu06AjiKu,0.627,206304,0.613,1nttRCHJ5kjtANu06AjiKu,0.0,7,0.113,-5.95,0,0.0755,105.002,4,https://api.spotify.com/v1/tracks/1nttRCHJ5kjtANu06AjiKu,audio_features,spotify:track:1nttRCHJ5kjtANu06AjiKu,0.5710000000000001,Fight Back with Love Tonight,Kush Kush,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
142,142,42,0.00902,https://api.spotify.com/v1/audio-analysis/1WlMjyGrxWEFAeNAxPrGdk,0.575,201231,0.92,1WlMjyGrxWEFAeNAxPrGdk,0.00187,11,0.158,-4.183,0,0.0835,129.97899999999998,4,https://api.spotify.com/v1/tracks/1WlMjyGrxWEFAeNAxPrGdk,audio_features,spotify:track:1WlMjyGrxWEFAeNAxPrGdk,0.103,Missing - Andrew Rayel & Mark Sixma Remix,Mark Sixma,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
143,143,43,0.105,https://api.spotify.com/v1/audio-analysis/6LGabqtvan3SGYcL4guT0o,0.616,269493,0.895,6LGabqtvan3SGYcL4guT0o,0.064,7,0.36,-4.563,1,0.0318,114.984,4,https://api.spotify.com/v1/tracks/6LGabqtvan3SGYcL4guT0o,audio_features,spotify:track:6LGabqtvan3SGYcL4guT0o,0.353,Talking Body - Gryffin Remix,Tove Lo,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
144,144,44,0.00992,https://api.spotify.com/v1/audio-analysis/3jGxtOVuDCYgOlwZqMmzHB,0.654,276563,0.89,3jGxtOVuDCYgOlwZqMmzHB,0.162,10,0.163,-4.689,0,0.0371,128.034,4,https://api.spotify.com/v1/tracks/3jGxtOVuDCYgOlwZqMmzHB,audio_features,spotify:track:3jGxtOVuDCYgOlwZqMmzHB,0.198,Twilight vs Breathe,Adam K,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
145,145,45,0.00925,https://api.spotify.com/v1/audio-analysis/4DWSl33tt6k4H4Unj7YWs5,0.6659999999999999,180000,0.541,4DWSl33tt6k4H4Unj7YWs5,0.0056700000000000006,0,0.16,-9.414,1,0.0409,119.041,4,https://api.spotify.com/v1/tracks/4DWSl33tt6k4H4Unj7YWs5,audio_features,spotify:track:4DWSl33tt6k4H4Unj7YWs5,0.264,Pumped Up - Ryan Riback Remix,Klingande,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
146,146,46,0.00609,https://api.spotify.com/v1/audio-analysis/362ztCz6OiktaJgYubFi6x,0.421,179480,0.757,362ztCz6OiktaJgYubFi6x,0.00192,11,0.212,-6.096,1,0.0388,121.797,4,https://api.spotify.com/v1/tracks/362ztCz6OiktaJgYubFi6x,audio_features,spotify:track:362ztCz6OiktaJgYubFi6x,0.5920000000000001,Heading Home - Nick Talos Remix,Gryffin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
147,147,47,0.279,https://api.spotify.com/v1/audio-analysis/3AzvNvE3xpgelqmE5MRnbI,0.603,209660,0.7440000000000001,3AzvNvE3xpgelqmE5MRnbI,4.87e-06,0,0.106,-5.724,1,0.0458,101.991,4,https://api.spotify.com/v1/tracks/3AzvNvE3xpgelqmE5MRnbI,audio_features,spotify:track:3AzvNvE3xpgelqmE5MRnbI,0.605,Take Her Place (feat. A R I Z O N A),Don Diablo,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
148,148,48,0.0133,https://api.spotify.com/v1/audio-analysis/1nT766BMENlmSrlH0O7DEN,0.852,202621,0.956,1nT766BMENlmSrlH0O7DEN,0.399,4,0.773,-3.087,1,0.0807,124.009,4,https://api.spotify.com/v1/tracks/1nT766BMENlmSrlH0O7DEN,audio_features,spotify:track:1nT766BMENlmSrlH0O7DEN,0.887,"Get High, Live Life",Platinum Doug,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
149,149,49,0.000638,https://api.spotify.com/v1/audio-analysis/67790iai5wWhEEc4RqV03Y,0.603,149067,0.945,67790iai5wWhEEc4RqV03Y,0.000737,1,0.0816,-2.568,1,0.0905,126.006,4,https://api.spotify.com/v1/tracks/67790iai5wWhEEc4RqV03Y,audio_features,spotify:track:67790iai5wWhEEc4RqV03Y,0.491,#BringBackTheGroove,Norman Doray,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
150,150,50,0.00761,https://api.spotify.com/v1/audio-analysis/3lmebIvU89RA5336bjBIaQ,0.764,214154,0.909,3lmebIvU89RA5336bjBIaQ,7.38e-06,6,0.229,-4.353,0,0.234,129.967,4,https://api.spotify.com/v1/tracks/3lmebIvU89RA5336bjBIaQ,audio_features,spotify:track:3lmebIvU89RA5336bjBIaQ,0.623,Light My Body Up (feat. Nicki Minaj & Lil Wayne) - Tujamo Remix,David Guetta,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
151,151,51,0.00524,https://api.spotify.com/v1/audio-analysis/3QIfYh7MDJIOlqCECNRIaU,0.555,266667,0.927,3QIfYh7MDJIOlqCECNRIaU,0.895,3,0.147,-5.55,0,0.0318,126.003,4,https://api.spotify.com/v1/tracks/3QIfYh7MDJIOlqCECNRIaU,audio_features,spotify:track:3QIfYh7MDJIOlqCECNRIaU,0.0318,Shadowing,Tinlicker,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
152,152,52,0.391,https://api.spotify.com/v1/audio-analysis/5YtS0hAq1MQLjypNTzXPfC,0.63,192969,0.613,5YtS0hAq1MQLjypNTzXPfC,0.0,9,0.0689,-6.0779999999999985,1,0.0281,100.985,4,https://api.spotify.com/v1/tracks/5YtS0hAq1MQLjypNTzXPfC,audio_features,spotify:track:5YtS0hAq1MQLjypNTzXPfC,0.306,Supposed To Be,Arty,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
153,153,53,0.187,https://api.spotify.com/v1/audio-analysis/6jNjxmltE2Q7DVmqRwe6QQ,0.785,189480,0.815,6jNjxmltE2Q7DVmqRwe6QQ,0.00029,1,0.218,-4.191,0,0.127,125.022,4,https://api.spotify.com/v1/tracks/6jNjxmltE2Q7DVmqRwe6QQ,audio_features,spotify:track:6jNjxmltE2Q7DVmqRwe6QQ,0.421,Gold Digger,Croatia Squad,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
154,154,54,0.0233,https://api.spotify.com/v1/audio-analysis/2I7G4jUnwkLYwf0hugXU6O,0.565,282896,0.848,2I7G4jUnwkLYwf0hugXU6O,0.0161,2,0.0885,-5.841,1,0.0423,117.998,4,https://api.spotify.com/v1/tracks/2I7G4jUnwkLYwf0hugXU6O,audio_features,spotify:track:2I7G4jUnwkLYwf0hugXU6O,0.29,King - Gryffin Remix,Years & Years,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
