,acousticness,analysis_url,artist,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,song_title,speechiness,tempo,time_signature,track_href,type,uri,valence,0
10,0.842,https://api.spotify.com/v1/audio-analysis/5YRS3QQHisO1BpST3vNP2e,Jorge Ben Jor,0.391,195600.0,0.792,5YRS3QQHisO1BpST3vNP2e,0.633,7.0,0.137,-11.605,0.0,Mas Que Nada,0.0322,96.664,4.0,https://api.spotify.com/v1/tracks/5YRS3QQHisO1BpST3vNP2e,audio_features,spotify:track:5YRS3QQHisO1BpST3vNP2e,0.929,
11,0.791,https://api.spotify.com/v1/audio-analysis/4xAZXioluPz9vPcTTiokOg,Maria Rita,0.621,203093.0,0.799,4xAZXioluPz9vPcTTiokOg,2.31e-06,7.0,0.116,-7.828,1.0,Coração em desalinho,0.0752,116.091,4.0,https://api.spotify.com/v1/tracks/4xAZXioluPz9vPcTTiokOg,audio_features,spotify:track:4xAZXioluPz9vPcTTiokOg,0.642,
0,,,Benjamin Britten,,,,,,,,,,"A Ceremony of Carols, Op. 28: IVb. Balulalow",,,,,,,,
1,,,Wolfgang Amadeus Mozart,,,,,,,,,,"Sonata For Piano And Violin In G Major, K.379: 1b. Allegro - Live",,,,,,,,"{'danceability': 0.409, 'energy': 0.163, 'key': 7, 'loudness': -18.168, 'mode': 0, 'speechiness': 0.0449, 'acousticness': 0.966, 'instrumentalness': 0.0373, 'liveness': 0.146, 'valence': 0.299, 'tempo': 85.971, 'type': 'audio_features', 'id': '7sNawUm7IsWCx1ADTDcpao', 'uri': 'spotify:track:7sNawUm7IsWCx1ADTDcpao', 'track_href': 'https://api.spotify.com/v1/tracks/7sNawUm7IsWCx1ADTDcpao', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7sNawUm7IsWCx1ADTDcpao', 'duration_ms': 355933, 'time_signature': 3}"
2,,,Arcangelo Corelli,,,,,,,,,,"Concerto grosso in G Minor, Op. 6 No. 8 ""Christmas Concerto"": III. Adagio - Allegro - Adagio",,,,,,,,"{'danceability': 0.163, 'energy': 0.0734, 'key': 2, 'loudness': -22.575, 'mode': 1, 'speechiness': 0.041, 'acousticness': 0.927, 'instrumentalness': 0.95, 'liveness': 0.0896, 'valence': 0.137, 'tempo': 67.633, 'type': 'audio_features', 'id': '0csKGzO4Q7Cqgf12qNOZLa', 'uri': 'spotify:track:0csKGzO4Q7Cqgf12qNOZLa', 'track_href': 'https://api.spotify.com/v1/tracks/0csKGzO4Q7Cqgf12qNOZLa', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0csKGzO4Q7Cqgf12qNOZLa', 'duration_ms': 172839, 'time_signature': 4}"
3,,,Karol Szymanowski,,,,,,,,,,"4 Etudes, Op. 4: No. 3 in B-Flat Minor, Andante",,,,,,,,
4,,,José Palomino,,,,,,,,,,Concerto o sia Quintetto: II. Andante,,,,,,,,"{'danceability': 0.365, 'energy': 0.141, 'key': 6, 'loudness': -18.913, 'mode': 0, 'speechiness': 0.0367, 'acousticness': 0.87, 'instrumentalness': 0.000163, 'liveness': 0.0899, 'valence': 0.324, 'tempo': 49.009, 'type': 'audio_features', 'id': '1g8NkqKN6TRWgOW04F1qm8', 'uri': 'spotify:track:1g8NkqKN6TRWgOW04F1qm8', 'track_href': 'https://api.spotify.com/v1/tracks/1g8NkqKN6TRWgOW04F1qm8', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1g8NkqKN6TRWgOW04F1qm8', 'duration_ms': 133539, 'time_signature': 4}"
5,,,Sergei Prokofiev,,,,,,,,,,"5 Melodies for Violin and Piano, Op. 35bis: II. Lento ma non troppo",,,,,,,,
6,,,Johannes Brahms,,,,,,,,,,"Piano Concerto No. 2 in B-Flat Major, Op. 83: II. Allegro appassionato",,,,,,,,"{'danceability': 0.327, 'energy': 0.133, 'key': 2, 'loudness': -21.381, 'mode': 0, 'speechiness': 0.034, 'acousticness': 0.967, 'instrumentalness': 0.866, 'liveness': 0.136, 'valence': 0.13, 'tempo': 111.018, 'type': 'audio_features', 'id': '0uRYb9msEzUrQylhbPvm7Q', 'uri': 'spotify:track:0uRYb9msEzUrQylhbPvm7Q', 'track_href': 'https://api.spotify.com/v1/tracks/0uRYb9msEzUrQylhbPvm7Q', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0uRYb9msEzUrQylhbPvm7Q', 'duration_ms': 526061, 'time_signature': 3}"
7,,,Erik Satie,,,,,,,,,,"3 Morceaux en forme de poire (Version for Piano Duo): No. 3, Morceaux 1 [Lentement]",,,,,,,,"{'danceability': 0.68, 'energy': 0.00418, 'key': 10, 'loudness': -31.339, 'mode': 0, 'speechiness': 0.0878, 'acousticness': 0.995, 'instrumentalness': 0.92, 'liveness': 0.0811, 'valence': 0.203, 'tempo': 102.287, 'type': 'audio_features', 'id': '48ozOCNpwfBFsi3NZvM2gN', 'uri': 'spotify:track:48ozOCNpwfBFsi3NZvM2gN', 'track_href': 'https://api.spotify.com/v1/tracks/48ozOCNpwfBFsi3NZvM2gN', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/48ozOCNpwfBFsi3NZvM2gN', 'duration_ms': 90600, 'time_signature': 4}"
8,,,Paul Hindemith,,,,,,,,,,"Symphonic Metamorphosis of Themes by Carl Maria von Weber, IPH 150: II. Turandot, Scherzo",,,,,,,,"{'danceability': 0.356, 'energy': 0.252, 'key': 5, 'loudness': -21.985, 'mode': 1, 'speechiness': 0.0525, 'acousticness': 0.901, 'instrumentalness': 0.868, 'liveness': 0.387, 'valence': 0.124, 'tempo': 84.752, 'type': 'audio_features', 'id': '2jEy73JFsZfwGK3lruWFFs', 'uri': 'spotify:track:2jEy73JFsZfwGK3lruWFFs', 'track_href': 'https://api.spotify.com/v1/tracks/2jEy73JFsZfwGK3lruWFFs', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2jEy73JFsZfwGK3lruWFFs', 'duration_ms': 472845, 'time_signature': 4}"
9,,,Wolfgang Amadeus Mozart,,,,,,,,,,"Piano Concerto No. 11 in F Major, K. 413 (Version for Piano & String Quintet): I. Allegro",,,,,,,,"{'danceability': 0.404, 'energy': 0.256, 'key': 5, 'loudness': -16.633, 'mode': 1, 'speechiness': 0.0341, 'acousticness': 0.976, 'instrumentalness': 0.73, 'liveness': 0.116, 'valence': 0.541, 'tempo': 148.665, 'type': 'audio_features', 'id': '48211jzFG0wae7lk4dwQt6', 'uri': 'spotify:track:48211jzFG0wae7lk4dwQt6', 'track_href': 'https://api.spotify.com/v1/tracks/48211jzFG0wae7lk4dwQt6', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/48211jzFG0wae7lk4dwQt6', 'duration_ms': 525685, 'time_signature': 3}"
10,,,Eivind Buene,,,,,,,,,,Violin Concerto: I. Falling Angels,,,,,,,,"{'danceability': 0.141, 'energy': 0.0513, 'key': 2, 'loudness': -29.058, 'mode': 1, 'speechiness': 0.0532, 'acousticness': 0.938, 'instrumentalness': 0.144, 'liveness': 0.069, 'valence': 0.0333, 'tempo': 66.139, 'type': 'audio_features', 'id': '7uFmbvV47W3wbsz7WI68RK', 'uri': 'spotify:track:7uFmbvV47W3wbsz7WI68RK', 'track_href': 'https://api.spotify.com/v1/tracks/7uFmbvV47W3wbsz7WI68RK', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7uFmbvV47W3wbsz7WI68RK', 'duration_ms': 578947, 'time_signature': 3}"
11,,,Antônio Carlos Jobim,,,,,,,,,,Wave (Arr. E. Rose for Piano),,,,,,,,"{'danceability': 0.273, 'energy': 0.158, 'key': 5, 'loudness': -19.535, 'mode': 1, 'speechiness': 0.0405, 'acousticness': 0.992, 'instrumentalness': 0.909, 'liveness': 0.0607, 'valence': 0.161, 'tempo': 77.316, 'type': 'audio_features', 'id': '1igNRPoqFzttRHkJYjf8oz', 'uri': 'spotify:track:1igNRPoqFzttRHkJYjf8oz', 'track_href': 'https://api.spotify.com/v1/tracks/1igNRPoqFzttRHkJYjf8oz', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1igNRPoqFzttRHkJYjf8oz', 'duration_ms': 186213, 'time_signature': 4}"
0,0.145,https://api.spotify.com/v1/audio-analysis/6VpQdig9pdpTSIFItgkJV5,Camila Cabello,0.643,227088.0,0.709,6VpQdig9pdpTSIFItgkJV5,0.000449,0.0,0.115,-4.343,1.0,Never Be the Same,0.0733,129.961,4.0,https://api.spotify.com/v1/tracks/6VpQdig9pdpTSIFItgkJV5,audio_features,spotify:track:6VpQdig9pdpTSIFItgkJV5,0.264,
1,0.18,https://api.spotify.com/v1/audio-analysis/3Ga6eKrUFf12ouh9Yw3v2D,Anitta,0.775,193456.0,0.679,3Ga6eKrUFf12ouh9Yw3v2D,7.26e-05,4.0,0.068,-4.985,0.0,Downtown,0.135,166.008,4.0,https://api.spotify.com/v1/tracks/3Ga6eKrUFf12ouh9Yw3v2D,audio_features,spotify:track:3Ga6eKrUFf12ouh9Yw3v2D,0.619,
2,0.0322,https://api.spotify.com/v1/audio-analysis/1zsG4eaZmkA1dvjDDsAGLK,Luis Fonsi,0.724,173720.0,0.895,1zsG4eaZmkA1dvjDDsAGLK,0.0,7.0,0.097,-3.617,1.0,Échame La Culpa,0.0411,96.022,4.0,https://api.spotify.com/v1/tracks/1zsG4eaZmkA1dvjDDsAGLK,audio_features,spotify:track:1zsG4eaZmkA1dvjDDsAGLK,0.64,
3,0.00274,https://api.spotify.com/v1/audio-analysis/6tF92PMv01Ug9Dh8Rmy6nH,Dua Lipa,0.756,209333.0,0.682,6tF92PMv01Ug9Dh8Rmy6nH,8.85e-06,9.0,0.147,-6.577,0.0,New Rules,0.0753,116.008,4.0,https://api.spotify.com/v1/tracks/6tF92PMv01Ug9Dh8Rmy6nH,audio_features,spotify:track:6tF92PMv01Ug9Dh8Rmy6nH,0.589,
4,0.139,https://api.spotify.com/v1/audio-analysis/7EmGUiUaOSGDnUUQUDrOXC,Selena Gomez,0.715,197993.0,0.802,7EmGUiUaOSGDnUUQUDrOXC,0.0,11.0,0.177,-4.647,0.0,Wolves,0.0394,124.989,4.0,https://api.spotify.com/v1/tracks/7EmGUiUaOSGDnUUQUDrOXC,audio_features,spotify:track:7EmGUiUaOSGDnUUQUDrOXC,0.327,
5,0.316,https://api.spotify.com/v1/audio-analysis/2amzBJRBPOGszBem4FedfE,NF,0.661,212120.0,0.715,2amzBJRBPOGszBem4FedfE,0.0,5.0,0.178,-5.651,0.0,Let You Down,0.119,148.027,4.0,https://api.spotify.com/v1/tracks/2amzBJRBPOGszBem4FedfE,audio_features,spotify:track:2amzBJRBPOGszBem4FedfE,0.411,
6,0.13,https://api.spotify.com/v1/audio-analysis/7wGoVu4Dady5GV0Sv4UIsx,Post Malone,0.577,218320.0,0.522,7wGoVu4Dady5GV0Sv4UIsx,9.03e-05,5.0,0.142,-6.594,0.0,rockstar,0.0984,159.772,4.0,https://api.spotify.com/v1/tracks/7wGoVu4Dady5GV0Sv4UIsx,audio_features,spotify:track:7wGoVu4Dady5GV0Sv4UIsx,0.119,
7,0.0157,https://api.spotify.com/v1/audio-analysis/7Ed6BkggCS2KaKY5YlINaF,BTS,0.613,238726.0,0.842,7Ed6BkggCS2KaKY5YlINaF,0.0,10.0,0.23,-4.332,0.0,MIC Drop (feat. Desiigner) [Steve Aoki Remix],0.219,169.917,4.0,https://api.spotify.com/v1/tracks/7Ed6BkggCS2KaKY5YlINaF,audio_features,spotify:track:7Ed6BkggCS2KaKY5YlINaF,0.645,
8,0.209,https://api.spotify.com/v1/audio-analysis/0Pki3Th0SL5rJ5e6ShUbJJ,Pitbull,0.752,199067.0,0.761,0Pki3Th0SL5rJ5e6ShUbJJ,2.64e-06,2.0,0.0625,-4.63,1.0,Por Favor,0.0926,98.025,4.0,https://api.spotify.com/v1/tracks/0Pki3Th0SL5rJ5e6ShUbJJ,audio_features,spotify:track:0Pki3Th0SL5rJ5e6ShUbJJ,0.697,
9,0.113,https://api.spotify.com/v1/audio-analysis/71P1N0X76YtZMbBIGG47un,Alok,0.647,182147.0,0.713,71P1N0X76YtZMbBIGG47un,0.00703,4.0,0.146,-5.874,1.0,Big Jet Plane,0.0256,124.982,4.0,https://api.spotify.com/v1/tracks/71P1N0X76YtZMbBIGG47un,audio_features,spotify:track:71P1N0X76YtZMbBIGG47un,0.277,
10,0.186,https://api.spotify.com/v1/audio-analysis/0ofbQMrRDsUaVKq2mGLEAb,Camila Cabello,0.768,216897.0,0.517,0ofbQMrRDsUaVKq2mGLEAb,3.8e-05,7.0,0.104,-4.323,0.0,Havana,0.0312,104.992,4.0,https://api.spotify.com/v1/tracks/0ofbQMrRDsUaVKq2mGLEAb,audio_features,spotify:track:0ofbQMrRDsUaVKq2mGLEAb,0.418,
11,0.14,https://api.spotify.com/v1/audio-analysis/4UbWczmUqp2mfzSHSmTpAC,Ivete Sangalo,0.765,197494.0,0.811,4UbWczmUqp2mfzSHSmTpAC,9.45e-06,10.0,0.0745,-5.646,0.0,Cheguei Pra Te Amar,0.0627,101.985,4.0,https://api.spotify.com/v1/tracks/4UbWczmUqp2mfzSHSmTpAC,audio_features,spotify:track:4UbWczmUqp2mfzSHSmTpAC,0.702,
0,0.0356,https://api.spotify.com/v1/audio-analysis/53opf145KiqlZQJE9QEOXx,Lenine,0.702,154960.0,0.644,53opf145KiqlZQJE9QEOXx,0.000351,5.0,0.127,-7.946,1.0,Aquilo Que Dá No Coração,0.0482,99.917,4.0,https://api.spotify.com/v1/tracks/53opf145KiqlZQJE9QEOXx,audio_features,spotify:track:53opf145KiqlZQJE9QEOXx,0.669,
1,0.516,https://api.spotify.com/v1/audio-analysis/2wNs0eBXiEgJHIiOrpnnoZ,Maria Gadú,0.832,215800.0,0.497,2wNs0eBXiEgJHIiOrpnnoZ,0.0,1.0,0.146,-7.678,0.0,Linha Tênue,0.0452,133.944,4.0,https://api.spotify.com/v1/tracks/2wNs0eBXiEgJHIiOrpnnoZ,audio_features,spotify:track:2wNs0eBXiEgJHIiOrpnnoZ,0.886,
2,0.472,https://api.spotify.com/v1/audio-analysis/4THhSMVKTUASFp9N3mYlVU,Maria Gadú,0.679,204840.0,0.443,4THhSMVKTUASFp9N3mYlVU,0.00097,7.0,0.187,-10.67,1.0,Encontro,0.0393,90.036,4.0,https://api.spotify.com/v1/tracks/4THhSMVKTUASFp9N3mYlVU,audio_features,spotify:track:4THhSMVKTUASFp9N3mYlVU,0.363,
3,0.413,https://api.spotify.com/v1/audio-analysis/4ibLIm27g62H4Pr1mOPMaG,Leandro Léo,0.425,299973.0,0.359,4ibLIm27g62H4Pr1mOPMaG,2.98e-05,1.0,0.954,-11.265,0.0,João de Barro,0.0312,113.848,4.0,https://api.spotify.com/v1/tracks/4ibLIm27g62H4Pr1mOPMaG,audio_features,spotify:track:4ibLIm27g62H4Pr1mOPMaG,0.127,
4,0.837,https://api.spotify.com/v1/audio-analysis/4XYdH6H7haUCeEm9YezQ9K,Zé Ramalho,0.667,271227.0,0.44,4XYdH6H7haUCeEm9YezQ9K,0.0014,7.0,0.198,-9.32,1.0,Chão de Giz,0.0333,143.843,3.0,https://api.spotify.com/v1/tracks/4XYdH6H7haUCeEm9YezQ9K,audio_features,spotify:track:4XYdH6H7haUCeEm9YezQ9K,0.34,
5,0.0402,https://api.spotify.com/v1/audio-analysis/3SdJZFJWYHymvxUrMPAXdQ,Zé Ramalho,0.486,237267.0,0.933,3SdJZFJWYHymvxUrMPAXdQ,0.0298,11.0,0.927,-7.015,0.0,Táxi Lunar - Ao Vivo,0.0796,150.743,4.0,https://api.spotify.com/v1/tracks/3SdJZFJWYHymvxUrMPAXdQ,audio_features,spotify:track:3SdJZFJWYHymvxUrMPAXdQ,0.687,
6,0.0792,https://api.spotify.com/v1/audio-analysis/5XKEOyjux8e6IM0lpKB0ee,Zé Ramalho,0.471,261773.0,0.715,5XKEOyjux8e6IM0lpKB0ee,0.000993,1.0,0.787,-5.131,0.0,Eternas Ondas - Ao Vivo,0.0314,135.55,4.0,https://api.spotify.com/v1/tracks/5XKEOyjux8e6IM0lpKB0ee,audio_features,spotify:track:5XKEOyjux8e6IM0lpKB0ee,0.359,
7,0.0014,https://api.spotify.com/v1/audio-analysis/6XWuH3SO7AVW4RXmvvhgqj,Zé Ramalho,0.381,310307.0,0.908,6XWuH3SO7AVW4RXmvvhgqj,0.00734,0.0,0.435,-6.132,1.0,Frevo Mulher - Ao Vivo,0.159,164.986,4.0,https://api.spotify.com/v1/tracks/6XWuH3SO7AVW4RXmvvhgqj,audio_features,spotify:track:6XWuH3SO7AVW4RXmvvhgqj,0.616,
8,0.00599,https://api.spotify.com/v1/audio-analysis/18wdzUDXJyfXU0TmI9ePvy,Zé Ramalho,0.551,296960.0,0.835,18wdzUDXJyfXU0TmI9ePvy,0.000124,6.0,0.921,-8.013,0.0,Garoto de Aluguel (Taxi Boy) - Ao Vivo,0.0366,96.238,4.0,https://api.spotify.com/v1/tracks/18wdzUDXJyfXU0TmI9ePvy,audio_features,spotify:track:18wdzUDXJyfXU0TmI9ePvy,0.432,
9,0.244,https://api.spotify.com/v1/audio-analysis/2ReXjoXXQ6diAn9RocOE1F,Fagner,0.54,252000.0,0.394,2ReXjoXXQ6diAn9RocOE1F,0.0,11.0,0.316,-15.022,1.0,Deslizes,0.0284,136.48,4.0,https://api.spotify.com/v1/tracks/2ReXjoXXQ6diAn9RocOE1F,audio_features,spotify:track:2ReXjoXXQ6diAn9RocOE1F,0.49,
10,0.685,https://api.spotify.com/v1/audio-analysis/3pUQEJXwmnooceL5DqluNA,Fagner,0.67,249280.0,0.523,3pUQEJXwmnooceL5DqluNA,0.0,11.0,0.136,-11.508,1.0,Borbulhas de Amor (Tenho um Coração) [Borbujas de Amor],0.0314,126.474,4.0,https://api.spotify.com/v1/tracks/3pUQEJXwmnooceL5DqluNA,audio_features,spotify:track:3pUQEJXwmnooceL5DqluNA,0.693,
11,0.0773,https://api.spotify.com/v1/audio-analysis/1WlVdlht4x753iTES0fU93,Fagner,0.403,294933.0,0.633,1WlVdlht4x753iTES0fU93,0.0,9.0,0.462,-9.054,0.0,Espumas ao Vento - Ao Vivo,0.0355,125.383,4.0,https://api.spotify.com/v1/tracks/1WlVdlht4x753iTES0fU93,audio_features,spotify:track:1WlVdlht4x753iTES0fU93,0.253,
0,,,Moose Blood,,,,,,,,,,Talk In Your Sleep,,,,,,,,
1,,,Cemetery Drive,,,,,,,,,,Now & Here,,,,,,,,"{'danceability': 0.538, 'energy': 0.894, 'key': 2, 'loudness': -5.207, 'mode': 1, 'speechiness': 0.0357, 'acousticness': 0.000293, 'instrumentalness': 4.43e-06, 'liveness': 0.258, 'valence': 0.64, 'tempo': 124.995, 'type': 'audio_features', 'id': '2adoti4xmtVVqGJK7euq9C', 'uri': 'spotify:track:2adoti4xmtVVqGJK7euq9C', 'track_href': 'https://api.spotify.com/v1/tracks/2adoti4xmtVVqGJK7euq9C', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2adoti4xmtVVqGJK7euq9C', 'duration_ms': 260000, 'time_signature': 4}"
2,,,BRAINCOATS,,,,,,,,,,Dead At 21,,,,,,,,"{'danceability': 0.421, 'energy': 0.965, 'key': 10, 'loudness': -3.133, 'mode': 1, 'speechiness': 0.0544, 'acousticness': 0.00104, 'instrumentalness': 0.0531, 'liveness': 0.433, 'valence': 0.761, 'tempo': 139.881, 'type': 'audio_features', 'id': '4vWP2qTHuGH9WfLNxMEBqS', 'uri': 'spotify:track:4vWP2qTHuGH9WfLNxMEBqS', 'track_href': 'https://api.spotify.com/v1/tracks/4vWP2qTHuGH9WfLNxMEBqS', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4vWP2qTHuGH9WfLNxMEBqS', 'duration_ms': 164480, 'time_signature': 3}"
3,,,Bleacher Days,,,,,,,,,,Losing Patience,,,,,,,,
4,,,The Last Gang,,,,,,,,,,Sing for Your Supper,,,,,,,,"{'danceability': 0.41, 'energy': 0.921, 'key': 7, 'loudness': -8.554, 'mode': 0, 'speechiness': 0.0569, 'acousticness': 3.6e-05, 'instrumentalness': 0.00403, 'liveness': 0.153, 'valence': 0.9, 'tempo': 190.14, 'type': 'audio_features', 'id': '6Czr6oUri0SfThZEUi07Gm', 'uri': 'spotify:track:6Czr6oUri0SfThZEUi07Gm', 'track_href': 'https://api.spotify.com/v1/tracks/6Czr6oUri0SfThZEUi07Gm', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6Czr6oUri0SfThZEUi07Gm', 'duration_ms': 140500, 'time_signature': 4}"
5,,,Tusky,,,,,,,,,,Going Out,,,,,,,,"{'danceability': 0.323, 'energy': 0.916, 'key': 6, 'loudness': -3.652, 'mode': 0, 'speechiness': 0.0576, 'acousticness': 0.00021, 'instrumentalness': 0.155, 'liveness': 0.121, 'valence': 0.52, 'tempo': 169.918, 'type': 'audio_features', 'id': '4rEEkQAkNGOeWgd7uUKksr', 'uri': 'spotify:track:4rEEkQAkNGOeWgd7uUKksr', 'track_href': 'https://api.spotify.com/v1/tracks/4rEEkQAkNGOeWgd7uUKksr', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4rEEkQAkNGOeWgd7uUKksr', 'duration_ms': 196680, 'time_signature': 4}"
6,,,5 Year Plan,,,,,,,,,,Awkward Converstions,,,,,,,,"{'danceability': 0.536, 'energy': 0.926, 'key': 1, 'loudness': -2.919, 'mode': 1, 'speechiness': 0.0717, 'acousticness': 0.016, 'instrumentalness': 0.000166, 'liveness': 0.277, 'valence': 0.837, 'tempo': 144.964, 'type': 'audio_features', 'id': '3IQ45ckq7AsBSJYiQRh6NE', 'uri': 'spotify:track:3IQ45ckq7AsBSJYiQRh6NE', 'track_href': 'https://api.spotify.com/v1/tracks/3IQ45ckq7AsBSJYiQRh6NE', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3IQ45ckq7AsBSJYiQRh6NE', 'duration_ms': 220552, 'time_signature': 4}"
7,,,In Her Own Words,,,,,,,,,,Smoke Signals - Bonus Track,,,,,,,,"{'danceability': 0.27, 'energy': 0.941, 'key': 2, 'loudness': -3.572, 'mode': 1, 'speechiness': 0.0771, 'acousticness': 0.000391, 'instrumentalness': 0, 'liveness': 0.0646, 'valence': 0.591, 'tempo': 111.438, 'type': 'audio_features', 'id': '0ZZy3WH1eSXDpakCcIsjri', 'uri': 'spotify:track:0ZZy3WH1eSXDpakCcIsjri', 'track_href': 'https://api.spotify.com/v1/tracks/0ZZy3WH1eSXDpakCcIsjri', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0ZZy3WH1eSXDpakCcIsjri', 'duration_ms': 215946, 'time_signature': 4}"
