,Unnamed: 0,Unnamed: 0.1,0,song_title,artist,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,rock,rap,eletronica,funk,sertanejo,metal,vaporwave,samba,classica,pop,mpb,punk,reggae,jazz,blues
448,448,18,,Night Ferry,Anna Clyne,0.684,https://api.spotify.com/v1/audio-analysis/4oqf2EnhIUjQercmFiRdXA,0.175,1345413.0,0.192,4oqf2EnhIUjQercmFiRdXA,0.838,5.0,0.13699999999999998,-23.541,1.0,0.0508,107.535,4.0,https://api.spotify.com/v1/tracks/4oqf2EnhIUjQercmFiRdXA,audio_features,spotify:track:4oqf2EnhIUjQercmFiRdXA,0.039,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
449,449,19,,"Beethoven: Symphony No. 9 in D Minor, 'Choral', Op. 125: IV. Presto - Allegro assai",Ludwig van Beethoven,0.922,https://api.spotify.com/v1/audio-analysis/0NemBSBw54olsRuZx1GANZ,0.192,378907.0,0.0256,0NemBSBw54olsRuZx1GANZ,0.828,2.0,0.487,-23.898000000000003,1.0,0.0441,140.744,4.0,https://api.spotify.com/v1/tracks/0NemBSBw54olsRuZx1GANZ,audio_features,spotify:track:0NemBSBw54olsRuZx1GANZ,0.108,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
450,450,20,,Amériques (1929 Version by Chou Wen-chung),Edgard Varèse,0.69,https://api.spotify.com/v1/audio-analysis/6jY3uqkhNYBfysbyovBKH7,0.188,1432320.0,0.28,6jY3uqkhNYBfysbyovBKH7,0.721,1.0,0.691,-15.918,1.0,0.0479,99.485,4.0,https://api.spotify.com/v1/tracks/6jY3uqkhNYBfysbyovBKH7,audio_features,spotify:track:6jY3uqkhNYBfysbyovBKH7,0.0392,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
451,451,21,,"Symphony No. 4 in F Minor, Op. 36: IV. Finale: Allegro con fuoco",Pyotr Ilyich Tchaikovsky,0.818,https://api.spotify.com/v1/audio-analysis/3HglqdUmZR3bWR9bRMqg9g,0.23,575173.0,0.408,3HglqdUmZR3bWR9bRMqg9g,0.807,5.0,0.7120000000000001,-15.442,0.0,0.0817,74.236,4.0,https://api.spotify.com/v1/tracks/3HglqdUmZR3bWR9bRMqg9g,audio_features,spotify:track:3HglqdUmZR3bWR9bRMqg9g,0.0848,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
452,452,22,,Le Poème de l'extase - Transcription by Sergei Pavchinsky,Alexander Scriabin,0.987,https://api.spotify.com/v1/audio-analysis/6b66tUylhkzn176iTn70v4,0.239,1183800.0,0.115,6b66tUylhkzn176iTn70v4,0.92,0.0,0.0589,-22.342,1.0,0.0349,73.574,3.0,https://api.spotify.com/v1/tracks/6b66tUylhkzn176iTn70v4,audio_features,spotify:track:6b66tUylhkzn176iTn70v4,0.0314,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
453,453,23,,Requiem: Dies irae,Wolfgang Amadeus Mozart,0.894,https://api.spotify.com/v1/audio-analysis/0nlikGwAdgKV6rnj1bkTZR,0.394,115307.0,0.321,0nlikGwAdgKV6rnj1bkTZR,0.0304,7.0,0.185,-17.249000000000002,0.0,0.0321,75.815,4.0,https://api.spotify.com/v1/tracks/0nlikGwAdgKV6rnj1bkTZR,audio_features,spotify:track:0nlikGwAdgKV6rnj1bkTZR,0.498,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
454,454,24,,"Symphony No. 4, Op. 29, FS 76, ""The Inextinguishable"": III. Poco adagio quasi andante -",Carl Nielsen,0.956,https://api.spotify.com/v1/audio-analysis/7p7tOscyxdj2frbQy1Dy5K,0.147,656867.0,0.055,7p7tOscyxdj2frbQy1Dy5K,0.511,9.0,0.136,-23.408,1.0,0.0414,138.43,4.0,https://api.spotify.com/v1/tracks/7p7tOscyxdj2frbQy1Dy5K,audio_features,spotify:track:7p7tOscyxdj2frbQy1Dy5K,0.0369,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
455,455,25,,"3 Grandes etudes, Op. 76: III. Mains reunis",Charles-Valentin Alkan,0.979,https://api.spotify.com/v1/audio-analysis/4cYek7RefNboB5U7OtfE2W,0.218,308067.0,0.139,4cYek7RefNboB5U7OtfE2W,0.908,0.0,0.0963,-24.738000000000003,1.0,0.0335,83.066,4.0,https://api.spotify.com/v1/tracks/4cYek7RefNboB5U7OtfE2W,audio_features,spotify:track:4cYek7RefNboB5U7OtfE2W,0.373,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
456,456,26,,"Piano Concerto in A Minor, Op.16: I. Allegro molto moderato",Edvard Grieg,0.975,https://api.spotify.com/v1/audio-analysis/2Z4aQJh0kesRMookvtfR4y,0.303,820853.0,0.119,2Z4aQJh0kesRMookvtfR4y,0.88,9.0,0.112,-18.055,0.0,0.0386,94.868,4.0,https://api.spotify.com/v1/tracks/2Z4aQJh0kesRMookvtfR4y,audio_features,spotify:track:2Z4aQJh0kesRMookvtfR4y,0.038,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
457,457,27,,"Symphony No. 8 in C Minor, WAB 108 (ed. R. Haas from 1887 and 1890 versions): IV. Finale. Feierlich, nicht schnell",Anton Bruckner,0.964,https://api.spotify.com/v1/audio-analysis/6pG5ExZiqflW7jFrd8KAtb,0.108,1430840.0,0.0959,6pG5ExZiqflW7jFrd8KAtb,0.863,10.0,0.0664,-18.057,0.0,0.0407,80.398,4.0,https://api.spotify.com/v1/tracks/6pG5ExZiqflW7jFrd8KAtb,audio_features,spotify:track:6pG5ExZiqflW7jFrd8KAtb,0.0357,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
458,458,28,,Night on Bare Mountain,Modest Mussorgsky,0.863,https://api.spotify.com/v1/audio-analysis/67F2FBLJL9Wn09qvPe6XVa,0.245,770520.0,0.247,67F2FBLJL9Wn09qvPe6XVa,0.698,2.0,0.366,-19.534,0.0,0.0498,73.11399999999998,4.0,https://api.spotify.com/v1/tracks/67F2FBLJL9Wn09qvPe6XVa,audio_features,spotify:track:67F2FBLJL9Wn09qvPe6XVa,0.107,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
459,459,29,,"Violin Sonata in D Minor, Op. 27, No. 3, ""Ballade""",Eugène Ysaÿe,0.989,https://api.spotify.com/v1/audio-analysis/4IfHEKz84yO2hd9q5LGwHA,0.287,378387.0,0.158,4IfHEKz84yO2hd9q5LGwHA,0.516,9.0,0.142,-16.748,0.0,0.0635,85.65799999999999,5.0,https://api.spotify.com/v1/tracks/4IfHEKz84yO2hd9q5LGwHA,audio_features,spotify:track:4IfHEKz84yO2hd9q5LGwHA,0.134,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
460,460,30,,"Symphony No. 9 in D Minor, WAB 109 (original 1894 version, ed. L. Nowak): II. Scherzo: Bewegt, lebhaft - Trio: Schnell - Scherzo (da capo)",Anton Bruckner,0.956,https://api.spotify.com/v1/audio-analysis/671oStFWLVPQkxi4qD5epG,0.31,657000.0,0.0771,671oStFWLVPQkxi4qD5epG,0.7390000000000001,6.0,0.0883,-19.711,0.0,0.0358,178.864,4.0,https://api.spotify.com/v1/tracks/671oStFWLVPQkxi4qD5epG,audio_features,spotify:track:671oStFWLVPQkxi4qD5epG,0.0566,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
461,461,31,,"Cello Concerto in B Minor, Op. 104, B. 191: Cello Concerto in B Minor, Op. 104, B. 191: III. Allegro moderato",Antonín Dvořák,0.96,https://api.spotify.com/v1/audio-analysis/41l4dwKu61s7lCECTrl3Kt,0.147,761693.0,0.0776,41l4dwKu61s7lCECTrl3Kt,0.777,11.0,0.0884,-22.375,1.0,0.0434,80.212,3.0,https://api.spotify.com/v1/tracks/41l4dwKu61s7lCECTrl3Kt,audio_features,spotify:track:41l4dwKu61s7lCECTrl3Kt,0.0699,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
462,462,32,,Jonchaies,Iannis Xenakis,0.626,https://api.spotify.com/v1/audio-analysis/1zOqrZCX1qyzyIlhMXALH2,0.273,958533.0,0.7020000000000001,1zOqrZCX1qyzyIlhMXALH2,0.884,11.0,0.18,-12.429,0.0,0.281,118.712,4.0,https://api.spotify.com/v1/tracks/1zOqrZCX1qyzyIlhMXALH2,audio_features,spotify:track:1zOqrZCX1qyzyIlhMXALH2,0.0375,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
463,463,33,,Crown Imperial,William Walton,0.909,https://api.spotify.com/v1/audio-analysis/3e4J3V9c1qRyJufDHPuPVa,0.222,402200.0,0.327,3e4J3V9c1qRyJufDHPuPVa,0.89,0.0,0.0905,-15.902,1.0,0.0428,115.719,4.0,https://api.spotify.com/v1/tracks/3e4J3V9c1qRyJufDHPuPVa,audio_features,spotify:track:3e4J3V9c1qRyJufDHPuPVa,0.17600000000000002,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
464,464,34,,"Symphony No. 6, ""At the End of the Day"": I. Moderato",Per Nørgård,0.912,https://api.spotify.com/v1/audio-analysis/6GrF6L9EJYgFoEj2YCRzQ6,0.211,1040040.0,0.227,6GrF6L9EJYgFoEj2YCRzQ6,0.9,7.0,0.0862,-22.466,1.0,0.0508,121.548,4.0,https://api.spotify.com/v1/tracks/6GrF6L9EJYgFoEj2YCRzQ6,audio_features,spotify:track:6GrF6L9EJYgFoEj2YCRzQ6,0.0568,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
465,465,35,,"Hekla, Op. 52",Jón Leifs,0.479,https://api.spotify.com/v1/audio-analysis/47q9Pkm5ItPzU5OYO7DllX,0.29,557333.0,0.633,47q9Pkm5ItPzU5OYO7DllX,0.873,5.0,0.134,-11.65,0.0,0.133,115.084,4.0,https://api.spotify.com/v1/tracks/47q9Pkm5ItPzU5OYO7DllX,audio_features,spotify:track:47q9Pkm5ItPzU5OYO7DllX,0.0364,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
466,466,36,,"Symphony No. 10 in E Minor, Op. 93: II. Allegro",Dmitri Shostakovich,0.758,https://api.spotify.com/v1/audio-analysis/3qFIwHZMt9EOhNjouKSstx,0.462,245587.0,0.624,3qFIwHZMt9EOhNjouKSstx,0.919,5.0,0.269,-8.213,0.0,0.0631,88.205,4.0,https://api.spotify.com/v1/tracks/3qFIwHZMt9EOhNjouKSstx,audio_features,spotify:track:3qFIwHZMt9EOhNjouKSstx,0.32,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
467,467,37,,Dies Irae,Giuseppe Verdi,0.926,https://api.spotify.com/v1/audio-analysis/3By9jCy6b4dv5XnlhvIWwx,0.272,134747.0,0.34600000000000003,3By9jCy6b4dv5XnlhvIWwx,0.931,0.0,0.0772,-14.01,0.0,0.0317,79.773,4.0,https://api.spotify.com/v1/tracks/3By9jCy6b4dv5XnlhvIWwx,audio_features,spotify:track:3By9jCy6b4dv5XnlhvIWwx,0.24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
468,468,38,,"Symphony No. 5 in D Minor, Op. 47: IV. Allegro non troppo",Dmitri Shostakovich,0.927,https://api.spotify.com/v1/audio-analysis/5WUD6s1M0deBvjLVbRTeAO,0.21,767160.0,0.14400000000000002,5WUD6s1M0deBvjLVbRTeAO,0.613,10.0,0.0748,-16.184,1.0,0.0364,89.071,4.0,https://api.spotify.com/v1/tracks/5WUD6s1M0deBvjLVbRTeAO,audio_features,spotify:track:5WUD6s1M0deBvjLVbRTeAO,0.039,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
469,469,39,,"Symphony No. 3 In A Minor, Op. 56, MWV N 18 - ""Scottish"": 4. Allegro vivacissimo - Allegro maestoso assai",Felix Mendelssohn,0.902,https://api.spotify.com/v1/audio-analysis/4I024wasuUj1tEm6t7Uz5x,0.326,576653.0,0.284,4I024wasuUj1tEm6t7Uz5x,0.922,9.0,0.126,-13.130999999999998,0.0,0.0383,120.732,4.0,https://api.spotify.com/v1/tracks/4I024wasuUj1tEm6t7Uz5x,audio_features,spotify:track:4I024wasuUj1tEm6t7Uz5x,0.213,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
470,470,40,,"Grande messe des morts, Op. 5, ""Requiem"": Lacrimosa",Hector Berlioz,0.976,https://api.spotify.com/v1/audio-analysis/5Uk8U2YFJFDEV9d0yYyQyb,0.202,599560.0,0.181,5Uk8U2YFJFDEV9d0yYyQyb,0.104,0.0,0.257,-20.941,1.0,0.0395,127.682,4.0,https://api.spotify.com/v1/tracks/5Uk8U2YFJFDEV9d0yYyQyb,audio_features,spotify:track:5Uk8U2YFJFDEV9d0yYyQyb,0.107,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
471,471,41,,"Symphony No. 2, ""Legendaire'"" (The Legendary): I. Legendaire",Eduard Tubin,0.747,https://api.spotify.com/v1/audio-analysis/3jvd0hoT8EiFnd02tKnhIm,0.188,605573.0,0.237,3jvd0hoT8EiFnd02tKnhIm,0.942,11.0,0.37,-16.359,1.0,0.0439,115.031,4.0,https://api.spotify.com/v1/tracks/3jvd0hoT8EiFnd02tKnhIm,audio_features,spotify:track:3jvd0hoT8EiFnd02tKnhIm,0.0366,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
472,472,42,,"Violin Concerto in D Major, Op. 77: Violin Concerto in D Major, Op. 77: III. Allegro giocoso, ma non troppo vivace",Johannes Brahms,0.946,https://api.spotify.com/v1/audio-analysis/4XxaPALBedndhssUU3CN4P,0.429,458213.0,0.23,4XxaPALBedndhssUU3CN4P,0.57,2.0,0.161,-15.305,1.0,0.0457,95.561,4.0,https://api.spotify.com/v1/tracks/4XxaPALBedndhssUU3CN4P,audio_features,spotify:track:4XxaPALBedndhssUU3CN4P,0.305,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
473,473,43,,The Unanswered Question,Charles Ives,0.755,https://api.spotify.com/v1/audio-analysis/7umTDygSNRwDVYvdp9CGNG,0.0642,355573.0,0.0104,7umTDygSNRwDVYvdp9CGNG,0.969,0.0,0.219,-31.363000000000003,1.0,0.0381,68.345,4.0,https://api.spotify.com/v1/tracks/7umTDygSNRwDVYvdp9CGNG,audio_features,spotify:track:7umTDygSNRwDVYvdp9CGNG,0.0373,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
474,474,44,,Romeo and Juliet Suite: Montagues and Capulets,Sergei Prokofiev,0.778,https://api.spotify.com/v1/audio-analysis/5UbKh5BlL3w6YsBpMOiqO1,0.18,317573.0,0.141,5UbKh5BlL3w6YsBpMOiqO1,0.253,9.0,0.112,-18.329,0.0,0.0337,93.925,4.0,https://api.spotify.com/v1/tracks/5UbKh5BlL3w6YsBpMOiqO1,audio_features,spotify:track:5UbKh5BlL3w6YsBpMOiqO1,0.0919,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
475,475,45,,"Piano Quintet in E Flat Major, Op.44: Piano Quintet in E Flat Major, Op.44: IV. Finale. Allegro, ma non troppo",Robert Schumann,0.986,https://api.spotify.com/v1/audio-analysis/6cU21D2uYvocPJRwZDodI9,0.408,408573.0,0.197,6cU21D2uYvocPJRwZDodI9,0.807,3.0,0.141,-18.376,1.0,0.0377,132.562,4.0,https://api.spotify.com/v1/tracks/6cU21D2uYvocPJRwZDodI9,audio_features,spotify:track:6cU21D2uYvocPJRwZDodI9,0.377,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
476,476,46,,Symphony No. 1 in D Major: IV. Stürmisch bewegt,Gustav Mahler,0.816,https://api.spotify.com/v1/audio-analysis/1DELYxpEkekVchWsazmwU2,0.209,1255933.0,0.0775,1DELYxpEkekVchWsazmwU2,0.54,1.0,0.321,-21.011,1.0,0.0384,105.807,4.0,https://api.spotify.com/v1/tracks/1DELYxpEkekVchWsazmwU2,audio_features,spotify:track:1DELYxpEkekVchWsazmwU2,0.042,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
477,477,47,,"Fantasy in C Major, Op. 15, D. 760, ""Wandererfantasie"": I. Allegro con fuoco ma non troppo",Franz Schubert,0.991,https://api.spotify.com/v1/audio-analysis/00BEfnRBx4462R8DEqIht2,0.395,361507.0,0.133,00BEfnRBx4462R8DEqIht2,0.912,0.0,0.12,-21.215,1.0,0.0402,128.077,4.0,https://api.spotify.com/v1/tracks/00BEfnRBx4462R8DEqIht2,audio_features,spotify:track:00BEfnRBx4462R8DEqIht2,0.139,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
478,478,48,,Les Preludes,Franz Liszt,0.958,https://api.spotify.com/v1/audio-analysis/3oYwpPMHASKBUe7DDa7cVF,0.199,1011200.0,0.0579,3oYwpPMHASKBUe7DDa7cVF,0.8420000000000001,9.0,0.424,-21.315,1.0,0.0409,136.972,3.0,https://api.spotify.com/v1/tracks/3oYwpPMHASKBUe7DDa7cVF,audio_features,spotify:track:3oYwpPMHASKBUe7DDa7cVF,0.0384,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
479,479,49,,Fanfare for the Common Man,Aaron Copland,0.986,https://api.spotify.com/v1/audio-analysis/3T9HSgS5jBFdXIBPav51gj,0.228,196467.0,0.179,3T9HSgS5jBFdXIBPav51gj,0.954,10.0,0.0575,-15.727,1.0,0.0382,104.304,4.0,https://api.spotify.com/v1/tracks/3T9HSgS5jBFdXIBPav51gj,audio_features,spotify:track:3T9HSgS5jBFdXIBPav51gj,0.0378,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
480,480,50,,Pleiades - IV. Peaux,Red Fish Blue Fish,0.465,https://api.spotify.com/v1/audio-analysis/0HL5dYL1hQN0V1bHtQskHN,0.687,720480.0,0.5379999999999999,0HL5dYL1hQN0V1bHtQskHN,0.8809999999999999,9.0,0.062,-15.798,1.0,0.0512,99.944,4.0,https://api.spotify.com/v1/tracks/0HL5dYL1hQN0V1bHtQskHN,audio_features,spotify:track:0HL5dYL1hQN0V1bHtQskHN,0.8240000000000001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
481,481,51,,"Tannhäuser, WWV 70: Overture",Richard Wagner,0.942,https://api.spotify.com/v1/audio-analysis/0MYeFqfME8HWz18r8OyA8R,0.0808,860000.0,0.132,0MYeFqfME8HWz18r8OyA8R,0.8590000000000001,4.0,0.132,-19.938,1.0,0.0344,75.54899999999998,4.0,https://api.spotify.com/v1/tracks/0MYeFqfME8HWz18r8OyA8R,audio_features,spotify:track:0MYeFqfME8HWz18r8OyA8R,0.0398,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
482,482,52,,Piano Sonata No. 1: I. MM 48,Carl Vine,0.98,https://api.spotify.com/v1/audio-analysis/1fKW0XG6OoUbGNKRYFNqKJ,0.331,509200.0,0.14300000000000002,1fKW0XG6OoUbGNKRYFNqKJ,0.914,5.0,0.301,-20.799,0.0,0.0362,98.234,4.0,https://api.spotify.com/v1/tracks/1fKW0XG6OoUbGNKRYFNqKJ,audio_features,spotify:track:1fKW0XG6OoUbGNKRYFNqKJ,0.0754,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
483,483,53,,"The Planets, Op. 32: Mars, the Bringer of War",Gustav Holst,0.939,https://api.spotify.com/v1/audio-analysis/307XDlQfKttacMlImCMrOu,0.28800000000000003,479000.0,0.395,307XDlQfKttacMlImCMrOu,0.879,7.0,0.157,-14.0,1.0,0.0416,132.912,5.0,https://api.spotify.com/v1/tracks/307XDlQfKttacMlImCMrOu,audio_features,spotify:track:307XDlQfKttacMlImCMrOu,0.0573,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
484,484,54,,"5 Military Marches, Op. 39, ""Pomp and Circumstance"": No. 1 in D Major",Edward Elgar,0.931,https://api.spotify.com/v1/audio-analysis/3tLDgfDmkc4xO6y6uHJOs7,0.322,371747.0,0.313,3tLDgfDmkc4xO6y6uHJOs7,0.8059999999999999,2.0,0.0988,-15.601,1.0,0.0443,126.602,4.0,https://api.spotify.com/v1/tracks/3tLDgfDmkc4xO6y6uHJOs7,audio_features,spotify:track:3tLDgfDmkc4xO6y6uHJOs7,0.185,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
485,485,55,,"String Quartet No. 4, BB 95: V. Allegro molto",Béla Bartók,0.976,https://api.spotify.com/v1/audio-analysis/1ckwx5eRL93syKDVcCGx1H,0.442,328107.0,0.22,1ckwx5eRL93syKDVcCGx1H,0.7559999999999999,7.0,0.14,-15.124,1.0,0.0612,153.543,3.0,https://api.spotify.com/v1/tracks/1ckwx5eRL93syKDVcCGx1H,audio_features,spotify:track:1ckwx5eRL93syKDVcCGx1H,0.131,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
486,486,56,,"Die Walkure, Act III: Ride of the Valkyries",Richard Wagner,0.963,https://api.spotify.com/v1/audio-analysis/4Qt8ZMOkXzQ5dvvVrd3si5,0.201,329000.0,0.198,4Qt8ZMOkXzQ5dvvVrd3si5,0.933,7.0,0.0783,-16.965999999999998,1.0,0.0325,91.042,3.0,https://api.spotify.com/v1/tracks/4Qt8ZMOkXzQ5dvvVrd3si5,audio_features,spotify:track:4Qt8ZMOkXzQ5dvvVrd3si5,0.0482,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
487,487,57,,"Scherzo No.2 In B Flat Minor, Op.31: Presto - Sostenuto",Frédéric Chopin,0.991,https://api.spotify.com/v1/audio-analysis/60OZxEOa3yBlsV7ZbUllFt,0.35,662250.0,0.0428,60OZxEOa3yBlsV7ZbUllFt,0.906,1.0,0.092,-21.542,1.0,0.0448,87.079,4.0,https://api.spotify.com/v1/tracks/60OZxEOa3yBlsV7ZbUllFt,audio_features,spotify:track:60OZxEOa3yBlsV7ZbUllFt,0.0617,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
488,488,58,,Ballet Mecanique,George Antheil,0.778,https://api.spotify.com/v1/audio-analysis/08ue2g4mHjmtsB1fcRBfEc,0.408,966133.0,0.434,08ue2g4mHjmtsB1fcRBfEc,0.0144,1.0,0.121,-19.981,1.0,0.0499,145.594,4.0,https://api.spotify.com/v1/tracks/08ue2g4mHjmtsB1fcRBfEc,audio_features,spotify:track:08ue2g4mHjmtsB1fcRBfEc,0.168,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
489,489,59,,"String Quartet No.8, Op. 110 in C Minor: II. Allegro",Leonard de Paur,0.955,https://api.spotify.com/v1/audio-analysis/5EXeMOFxbHkj2lgACzXpzr,0.436,161600.0,0.509,5EXeMOFxbHkj2lgACzXpzr,0.936,7.0,0.157,-15.428,1.0,0.0349,131.755,4.0,https://api.spotify.com/v1/tracks/5EXeMOFxbHkj2lgACzXpzr,audio_features,spotify:track:5EXeMOFxbHkj2lgACzXpzr,0.598,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
490,490,60,,"Grandes études de Paganini, S141: No.3 In G Sharp Minor - ""La Campanella""",Franz Liszt,0.972,https://api.spotify.com/v1/audio-analysis/04Z8OH1BVCtTZ9vk06SCtz,0.29600000000000004,282000.0,0.232,04Z8OH1BVCtTZ9vk06SCtz,0.785,8.0,0.0982,-20.553,0.0,0.0349,96.227,4.0,https://api.spotify.com/v1/tracks/04Z8OH1BVCtTZ9vk06SCtz,audio_features,spotify:track:04Z8OH1BVCtTZ9vk06SCtz,0.393,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
491,491,61,,"Piano Concerto For The Left Hand In D, M. 82: 2. Allegro",Maurice Ravel,0.951,https://api.spotify.com/v1/audio-analysis/5PVc8A1GZXlnUImZWM41yX,0.385,291253.0,0.17800000000000002,5PVc8A1GZXlnUImZWM41yX,0.775,11.0,0.327,-21.724,1.0,0.0402,138.868,4.0,https://api.spotify.com/v1/tracks/5PVc8A1GZXlnUImZWM41yX,audio_features,spotify:track:5PVc8A1GZXlnUImZWM41yX,0.171,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
492,492,62,,Music in Similar Motion,Philip Glass,0.971,https://api.spotify.com/v1/audio-analysis/0cXaJZiBZH8gHJrBScshbv,0.448,682467.0,0.626,0cXaJZiBZH8gHJrBScshbv,0.846,7.0,0.0911,-11.192,0.0,0.0636,167.32299999999995,4.0,https://api.spotify.com/v1/tracks/0cXaJZiBZH8gHJrBScshbv,audio_features,spotify:track:0cXaJZiBZH8gHJrBScshbv,0.8320000000000001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
493,493,63,,Violin Concerto,Joan Tower,0.937,https://api.spotify.com/v1/audio-analysis/6AjlUIz1nCvKbp8qZ2JlEP,0.202,1282693.0,0.0944,6AjlUIz1nCvKbp8qZ2JlEP,0.29600000000000004,7.0,0.228,-23.008000000000006,1.0,0.0471,68.124,3.0,https://api.spotify.com/v1/tracks/6AjlUIz1nCvKbp8qZ2JlEP,audio_features,spotify:track:6AjlUIz1nCvKbp8qZ2JlEP,0.0359,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
494,494,64,,"Danzas fantasticas, Op. 22: Orgia",Joaquín Turina,0.845,https://api.spotify.com/v1/audio-analysis/6s3XfwMlv42GMO89weH4ae,0.297,289067.0,0.201,6s3XfwMlv42GMO89weH4ae,0.7979999999999999,2.0,0.13699999999999998,-14.759,1.0,0.0404,136.477,4.0,https://api.spotify.com/v1/tracks/6s3XfwMlv42GMO89weH4ae,audio_features,spotify:track:6s3XfwMlv42GMO89weH4ae,0.235,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
495,495,65,,Carmina Burana: O Fortuna,Carl Orff,0.525,https://api.spotify.com/v1/audio-analysis/6xez71zpAqQ6N5i8E1jHlD,0.287,144360.0,0.158,6xez71zpAqQ6N5i8E1jHlD,0.344,10.0,0.232,-19.478,1.0,0.0325,148.645,3.0,https://api.spotify.com/v1/tracks/6xez71zpAqQ6N5i8E1jHlD,audio_features,spotify:track:6xez71zpAqQ6N5i8E1jHlD,0.363,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
496,496,66,,"Symphony No. 3 in C Minor, Op. 78 ""Organ"": Maestoso - Allegro",Camille Saint-Saëns,0.919,https://api.spotify.com/v1/audio-analysis/6LkMW4nSCKUVjDiiQxcCPh,0.276,491627.0,0.385,6LkMW4nSCKUVjDiiQxcCPh,0.921,0.0,0.6559999999999999,-14.199000000000002,1.0,0.0471,103.868,4.0,https://api.spotify.com/v1/tracks/6LkMW4nSCKUVjDiiQxcCPh,audio_features,spotify:track:6LkMW4nSCKUVjDiiQxcCPh,0.157,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
497,497,67,,"Symphony No. 2 in C Minor, ""Resurrection"": I. Allegro maestoso",Gustav Mahler,0.8170000000000001,https://api.spotify.com/v1/audio-analysis/2TQdH3wUzuX5vOg8JdmQKi,0.119,1271947.0,0.0125,2TQdH3wUzuX5vOg8JdmQKi,0.534,0.0,0.0871,-28.089,1.0,0.0371,79.742,4.0,https://api.spotify.com/v1/tracks/2TQdH3wUzuX5vOg8JdmQKi,audio_features,spotify:track:2TQdH3wUzuX5vOg8JdmQKi,0.0738,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
498,498,68,,"Rhapsody In B Minor, Op.79, No.1",Johannes Brahms,0.991,https://api.spotify.com/v1/audio-analysis/13fyHbHy6lWdndi4vyjaJF,0.255,513500.0,0.108,13fyHbHy6lWdndi4vyjaJF,0.902,6.0,0.122,-19.628,1.0,0.0437,86.24700000000001,4.0,https://api.spotify.com/v1/tracks/13fyHbHy6lWdndi4vyjaJF,audio_features,spotify:track:13fyHbHy6lWdndi4vyjaJF,0.0774,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
